po_line_id,po_number,supplier_id,part_id,plant_id,source_id,order_date,requested_date,promised_date,qty_ordered,unit_price,currency
POL0005735,4500820,S0051,PN00319,P100,SRC001013,2026-01-28,2026-03-18,2026-03-18,53,26.57,USD
POL0005736,4500820,S0029,PN00284,P500,SRC000899,2025-01-03,2025-02-22,2025-02-27,43,59.4,USD
POL0005737,4500820,S0034,PN00088,P100,SRC000266,2025-08-14,2025-10-13,2025-10-13,500,159.82,USD
POL0005738,4500820,S0005,PN00295,P300,SRC000936,2025-03-27,2025-04-11,2025-04-11,898,59.53,USD
POL0005739,4500820,S0022,PN00002,P300,SRC000006,2025-01-09,2025-03-06,2025-03-06,135,32.4,USD
POL0005740,4500820,S0038,PN00092,P600,SRC000276,2025-04-16,2025-05-29,2025-05-31,53,24.81,USD
POL0005741,4500821,S0047,PN00070,P200,SRC000220,2025-02-04,2025-02-22,2025-02-22,500,55.03,USD
POL0005742,4500821,S0024,PN00050,P100,SRC000148,2025-07-18,2025-08-05,2025-08-10,500,59.49,USD
POL0005743,4500821,S0036,PN00191,P200,SRC000584,2025-07-23,2025-09-23,2025-09-23,500,47.03,USD
POL0005744,4500821,S0015,PN00246,P100,SRC000765,2025-07-24,2025-08-13,2025-08-13,148,7.86,USD
POL0005745,4500821,S0041,PN00174,P600,SRC000523,2025-12-13,2026-02-10,2026-02-12,148,7.63,USD
POL0005746,4500821,S0011,PN00294,P200,SRC000933,2025-07-14,2025-08-15,2025-08-20,38,26.11,USD
POL0005747,4500821,S0053,PN00247,P200,SRC000769,2025-01-04,2025-01-20,2025-01-25,116,5.72,USD
POL0005748,4500822,S0005,PN00266,P100,SRC000836,2026-01-28,2026-03-23,2026-03-23,500,62.55,USD
POL0005749,4500822,S0058,PN00116,P300,SRC000343,2025-04-28,2025-06-07,2025-06-12,48,31.84,USD
POL0005750,4500822,S0012,PN00141,P100,SRC000430,2025-02-03,2025-03-07,2025-03-07,34,109.76,USD
POL0005751,4500822,S0029,PN00193,P300,SRC000590,2025-12-09,2026-01-23,2026-01-23,500,147.54,USD
POL0005752,4500822,S0026,PN00048,P200,SRC000136,2025-07-10,2025-07-18,2025-07-18,500,15.76,USD
POL0005753,4500822,S0026,PN00328,P100,SRC001034,2025-05-12,2025-06-24,2025-06-26,500,8.96,USD
POL0005754,4500822,S0010,PN00397,P100,SRC001225,2025-02-25,2025-04-16,2025-04-21,100,12.15,USD
POL0005755,4500823,S0051,PN00234,P300,SRC000730,2025-01-05,2025-03-09,2025-03-11,100,47.89,USD
POL0005756,4500823,S0053,PN00058,P200,SRC000183,2025-06-08,2025-06-21,2025-06-26,100,17.47,USD
POL0005757,4500823,S0049,PN00333,P100,SRC001052,2025-05-18,2025-06-06,2025-06-06,291,9.62,USD
POL0005758,4500823,S0037,PN00236,P100,SRC000736,2025-06-26,2025-08-17,2025-08-17,199,39.31,USD
POL0005759,4500823,S0014,PN00114,P400,SRC000337,2026-02-15,2026-04-04,2026-04-04,500,43.97,USD
POL0005760,4500823,S0050,PN00175,P200,SRC000525,2025-01-09,2025-01-17,2025-01-19,242,33.91,USD
POL0005761,4500823,S0018,PN00051,P200,SRC000150,2026-02-22,2026-04-28,2026-04-28,100,10.77,USD
POL0005762,4500824,S0056,PN00372,P600,SRC001156,2025-03-18,2025-05-16,2025-05-21,100,131.28,USD
POL0005763,4500824,S0055,PN00297,P400,SRC000943,2025-06-04,2025-07-09,2025-07-09,50,74.24,USD
POL0005764,4500824,S0050,PN00123,P200,SRC000374,2025-11-05,2025-11-17,2025-11-19,76,29.46,USD
POL0005765,4500824,S0043,PN00292,P300,SRC000924,2025-06-24,2025-08-23,2025-08-28,194,11.32,USD
POL0005766,4500824,S0035,PN00061,P100,SRC000187,2025-01-13,2025-03-11,2025-03-16,500,27.16,USD
POL0005767,4500824,S0046,PN00116,P100,SRC000344,2025-01-09,2025-03-12,2025-03-12,128,30.4,USD
POL0005768,4500824,S0047,PN00362,P600,SRC001121,2026-02-14,2026-04-17,2026-04-17,100,16.6,USD
POL0005769,4500825,S0046,PN00220,P600,SRC000673,2026-01-06,2026-01-13,2026-01-15,47,6.87,USD
POL0005770,4500825,S0005,PN00249,P400,SRC000774,2026-02-14,2026-03-06,2026-03-11,247,30.85,USD
POL0005771,4500825,S0010,PN00082,P100,SRC000252,2025-06-25,2025-08-14,2025-08-19,100,5.69,USD
POL0005772,4500825,S0049,PN00318,P300,SRC001006,2025-09-23,2025-11-22,2025-11-22,219,62.22,USD
POL0005773,4500825,S0038,PN00035,P200,SRC000103,2025-04-27,2025-05-16,2025-05-16,182,15.03,USD
POL0005774,4500825,S0057,PN00293,P400,SRC000930,2025-06-19,2025-06-29,2025-07-04,24,53.88,USD
POL0005775,4500825,S0025,PN00008,P600,SRC000021,2025-08-26,2025-09-11,2025-09-11,500,156.42,USD
POL0005776,4500826,S0029,PN00036,P500,SRC000107,2025-04-05,2025-05-11,2025-05-13,500,52.0,USD
POL0005777,4500826,S0016,PN00367,P500,SRC001134,2025-04-20,2025-05-07,2025-05-09,34,18.69,USD
POL0005778,4500826,S0045,PN00017,P400,SRC000051,2025-01-12,2025-03-08,2025-03-08,62,35.31,USD
POL0005779,4500826,S0001,PN00064,P400,SRC000200,2025-11-10,2025-11-27,2025-11-29,53,11.43,USD
POL0005780,4500826,S0058,PN00027,P600,SRC000075,2025-05-11,2025-06-12,2025-06-12,61,221.61,USD
POL0005781,4500826,S0050,PN00086,P300,SRC000261,2025-10-24,2026-01-02,2026-01-02,500,72.62,USD
POL0005782,4500826,S0042,PN00228,P400,SRC000704,2025-10-15,2025-10-31,2025-10-31,483,7.65,USD
POL0005783,4500827,S0036,PN00191,P600,SRC000583,2025-09-02,2025-11-05,2025-11-05,92,47.09,USD
POL0005784,4500827,S0050,PN00123,P400,SRC000373,2025-09-07,2025-10-11,2025-10-13,100,27.55,USD
POL0005785,4500827,S0051,PN00319,P500,SRC001012,2025-03-29,2025-05-14,2025-05-14,100,26.7,USD
POL0005786,4500827,S0058,PN00248,P200,SRC000770,2026-01-19,2026-03-18,2026-03-18,131,134.35,USD
POL0005787,4500827,S0011,PN00020,P100,SRC000061,2025-04-02,2025-06-16,2025-06-16,100,12.0,USD
POL0005788,4500827,S0052,PN00296,P400,SRC000937,2025-02-19,2025-03-06,2025-03-06,82,65.72,USD
POL0005789,4500827,S0001,PN00197,P300,SRC000608,2025-10-23,2025-11-06,2025-11-06,62,262.08,USD
POL0005790,4500828,S0001,PN00143,P100,SRC000433,2025-09-22,2025-10-26,2025-10-26,100,18.85,USD
POL0005791,4500828,S0031,PN00341,P400,SRC001070,2025-11-17,2026-01-10,2026-01-10,54,11.69,USD
POL0005792,4500828,S0027,PN00256,P600,SRC000800,2025-07-08,2025-07-28,2025-07-28,50,19.22,USD
POL0005793,4500828,S0011,PN00020,P500,SRC000062,2025-09-28,2025-11-29,2025-12-01,500,13.68,USD
POL0005794,4500828,S0034,PN00031,P200,SRC000093,2026-02-22,2026-04-14,2026-04-14,149,70.13,USD
POL0005795,4500828,S0051,PN00160,P600,SRC000483,2025-10-19,2025-12-21,2025-12-21,100,129.05,USD
POL0005796,4500828,S0033,PN00001,P400,SRC000004,2025-04-01,2025-06-09,2025-06-09,500,30.52,USD
POL0005797,4500829,S0003,PN00111,P300,SRC000328,2025-02-14,2025-04-25,2025-04-27,166,105.82,USD
POL0005798,4500829,S0018,PN00051,P200,SRC000150,2026-01-12,2026-03-18,2026-03-18,151,10.52,USD
POL0005799,4500829,S0003,PN00201,P500,SRC000624,2026-03-19,2026-04-19,2026-04-19,72,27.92,USD
POL0005800,4500829,S0033,PN00380,P300,SRC001185,2026-02-27,2026-05-06,2026-05-11,71,38.35,USD
POL0005801,4500829,S0026,PN00328,P100,SRC001034,2025-11-19,2026-01-01,2026-01-01,500,9.09,USD
POL0005802,4500829,S0026,PN00043,P600,SRC000128,2025-06-29,2025-08-27,2025-09-01,74,89.85,USD
POL0005803,4500829,S0036,PN00279,P600,SRC000880,2025-08-11,2025-10-25,2025-10-27,500,42.16,USD
POL0005804,4500830,S0024,PN00391,P300,SRC001211,2026-03-31,2026-06-04,2026-06-04,45,21.84,USD
POL0005805,4500830,S0021,PN00377,P400,SRC001174,2025-09-22,2025-11-24,2025-11-29,67,122.33,USD
POL0005806,4500830,S0031,PN00211,P600,SRC000643,2026-01-14,2026-03-17,2026-03-19,67,31.65,USD
POL0005807,4500830,S0029,PN00134,P200,SRC000401,2025-09-22,2025-10-08,2025-10-13,188,101.68,USD
POL0005808,4500830,S0046,PN00395,P500,SRC001219,2026-03-20,2026-04-21,2026-04-23,214,126.68,USD
POL0005809,4500830,S0029,PN00055,P200,SRC000171,2025-06-16,2025-06-30,2025-07-02,500,4.49,USD
POL0005810,4500830,S0039,PN00117,P500,SRC000348,2025-01-22,2025-03-12,2025-03-14,50,34.78,USD
POL0005811,4500831,S0050,PN00123,P200,SRC000374,2025-05-22,2025-06-03,2025-06-03,248,29.64,USD
POL0005812,4500831,S0021,PN00219,P300,SRC000670,2025-07-16,2025-09-25,2025-09-25,145,131.61,USD
POL0005813,4500831,S0004,PN00063,P200,SRC000196,2025-04-11,2025-06-18,2025-06-18,67,95.25,USD
POL0005814,4500831,S0040,PN00345,P400,SRC001078,2025-02-03,2025-04-09,2025-04-09,153,17.25,USD
POL0005815,4500831,S0051,PN00319,P500,SRC001012,2025-09-28,2025-11-13,2025-11-13,100,28.49,USD
POL0005816,4500831,S0038,PN00079,P200,SRC000239,2025-11-23,2025-12-08,2025-12-08,183,23.06,USD
POL0005817,4500831,S0047,PN00362,P600,SRC001121,2025-12-06,2026-02-06,2026-02-06,366,16.35,USD
POL0005818,4500832,S0040,PN00345,P400,SRC001078,2026-01-31,2026-04-06,2026-04-06,100,17.33,USD
POL0005819,4500832,S0054,PN00172,P100,SRC000517,2025-02-12,2025-03-17,2025-03-17,500,34.42,USD
POL0005820,4500832,S0010,PN00334,P500,SRC001054,2025-10-07,2025-11-27,2025-11-27,44,303.43,USD
POL0005821,4500832,S0035,PN00251,P200,SRC000786,2025-02-14,2025-04-01,2025-04-06,124,26.83,USD
POL0005822,4500832,S0057,PN00250,P100,SRC000780,2025-06-04,2025-08-08,2025-08-08,83,11.23,USD
POL0005823,4500832,S0013,PN00189,P200,SRC000573,2026-03-17,2026-04-18,2026-04-20,21,93.41,USD
POL0005824,4500832,S0049,PN00332,P300,SRC001051,2025-03-27,2025-04-26,2025-04-26,500,85.9,USD
POL0005825,4500833,S0029,PN00133,P600,SRC000399,2026-03-02,2026-05-11,2026-05-11,58,19.62,USD
POL0005826,4500833,S0035,PN00095,P200,SRC000282,2025-07-28,2025-09-28,2025-09-30,100,13.41,USD
POL0005827,4500833,S0014,PN00205,P100,SRC000631,2025-09-22,2025-10-03,2025-10-05,100,5.79,USD
POL0005828,4500833,S0057,PN00202,P400,SRC000627,2025-09-25,2025-10-04,2025-10-04,239,63.74,USD
POL0005829,4500833,S0033,PN00265,P400,SRC000832,2025-03-11,2025-05-19,2025-05-19,111,67.06,USD
POL0005830,4500833,S0016,PN00341,P400,SRC001069,2025-04-09,2025-05-29,2025-05-29,105,11.4,USD
POL0005831,4500833,S0049,PN00253,P100,SRC000792,2025-05-01,2025-05-08,2025-05-08,434,18.75,USD
POL0005832,4500834,S0052,PN00199,P400,SRC000617,2026-02-13,2026-03-02,2026-03-02,500,207.33,USD
POL0005833,4500834,S0026,PN00048,P300,SRC000138,2025-09-14,2025-11-24,2025-11-29,104,13.65,USD
POL0005834,4500834,S0060,PN00145,P400,SRC000437,2026-02-21,2026-04-29,2026-04-29,100,5.15,USD
POL0005835,4500834,S0034,PN00227,P200,SRC000702,2025-03-04,2025-04-30,2025-04-30,157,106.51,USD
POL0005836,4500834,S0029,PN00284,P500,SRC000899,2025-01-25,2025-03-16,2025-03-16,82,58.95,USD
POL0005837,4500834,S0024,PN00185,P200,SRC000557,2026-02-26,2026-04-03,2026-04-08,77,14.32,USD
POL0005838,4500834,S0060,PN00132,P500,SRC000395,2025-07-26,2025-09-19,2025-09-24,97,20.91,USD
POL0005839,4500835,S0004,PN00261,P300,SRC000818,2025-11-29,2026-01-26,2026-01-26,50,46.32,USD
POL0005840,4500835,S0048,PN00181,P300,SRC000548,2026-01-23,2026-03-12,2026-03-12,100,12.19,USD
POL0005841,4500835,S0011,PN00131,P400,SRC000394,2025-07-09,2025-07-26,2025-07-31,500,23.24,USD
POL0005842,4500835,S0025,PN00376,P100,SRC001169,2025-08-12,2025-10-14,2025-10-14,500,37.94,USD
POL0005843,4500835,S0049,PN00332,P300,SRC001051,2025-07-03,2025-08-02,2025-08-04,500,83.69,USD
POL0005844,4500835,S0022,PN00354,P100,SRC001095,2026-02-28,2026-04-20,2026-04-25,303,12.11,USD
POL0005845,4500835,S0051,PN00351,P400,SRC001089,2025-05-03,2025-07-17,2025-07-19,193,21.02,USD
POL0005846,4500836,S0023,PN00118,P200,SRC000352,2026-02-15,2026-02-23,2026-02-25,100,17.55,USD
POL0005847,4500836,S0012,PN00271,P200,SRC000847,2026-02-11,2026-02-27,2026-03-04,86,21.48,USD
POL0005848,4500836,S0049,PN00313,P200,SRC000997,2025-09-10,2025-11-22,2025-11-22,15,30.0,USD
POL0005849,4500836,S0038,PN00015,P200,SRC000045,2025-03-23,2025-03-30,2025-04-04,111,33.86,USD
POL0005850,4500836,S0028,PN00287,P600,SRC000906,2025-04-07,2025-04-27,2025-05-02,27,47.98,USD
POL0005851,4500836,S0018,PN00051,P600,SRC000151,2025-02-16,2025-04-10,2025-04-15,276,11.95,USD
POL0005852,4500836,S0002,PN00105,P100,SRC000304,2025-02-22,2025-03-09,2025-03-14,656,53.76,USD
POL0005853,4500837,S0029,PN00361,P400,SRC001115,2025-01-15,2025-03-15,2025-03-15,133,39.98,USD
POL0005854,4500837,S0056,PN00091,P300,SRC000273,2025-04-22,2025-07-06,2025-07-08,306,33.24,USD
POL0005855,4500837,S0029,PN00036,P500,SRC000107,2025-10-13,2025-11-18,2025-11-18,500,52.28,USD
POL0005856,4500837,S0028,PN00306,P400,SRC000979,2025-01-27,2025-02-03,2025-02-03,500,430.83,USD
POL0005857,4500837,S0031,PN00211,P600,SRC000643,2025-05-27,2025-07-28,2025-07-28,50,31.86,USD
POL0005858,4500837,S0001,PN00245,P500,SRC000761,2026-01-18,2026-03-27,2026-03-29,100,1.04,USD
POL0005859,4500837,S0055,PN00258,P100,SRC000808,2025-08-31,2025-09-19,2025-09-21,500,36.46,USD
POL0005860,4500838,S0055,PN00194,P300,SRC000599,2025-01-13,2025-03-17,2025-03-19,100,16.34,USD
POL0005861,4500838,S0058,PN00027,P600,SRC000075,2025-03-26,2025-04-27,2025-04-29,240,217.73,USD
POL0005862,4500838,S0036,PN00286,P500,SRC000904,2025-09-12,2025-09-24,2025-09-24,327,24.95,USD
POL0005863,4500838,S0023,PN00384,P300,SRC001196,2025-05-14,2025-06-26,2025-06-26,143,33.26,USD
POL0005864,4500838,S0060,PN00343,P500,SRC001073,2025-04-17,2025-06-20,2025-06-20,78,47.98,USD
POL0005865,4500838,S0029,PN00325,P100,SRC001029,2026-02-16,2026-03-31,2026-03-31,37,30.6,USD
POL0005866,4500838,S0057,PN00353,P500,SRC001094,2025-08-22,2025-11-01,2025-11-01,127,23.09,USD
POL0005867,4500839,S0036,PN00259,P400,SRC000812,2025-10-12,2025-12-18,2025-12-18,162,38.73,USD
POL0005868,4500839,S0014,PN00241,P600,SRC000751,2025-06-05,2025-08-02,2025-08-07,500,32.4,USD
POL0005869,4500839,S0007,PN00183,P600,SRC000555,2025-04-24,2025-05-28,2025-05-28,50,26.6,USD
POL0005870,4500839,S0002,PN00107,P300,SRC000313,2026-01-02,2026-02-26,2026-03-03,53,82.73,USD
POL0005871,4500839,S0013,PN00182,P400,SRC000551,2025-09-23,2025-10-09,2025-10-11,161,21.44,USD
POL0005872,4500839,S0028,PN00392,P300,SRC001213,2025-08-30,2025-09-16,2025-09-16,100,15.02,USD
POL0005873,4500839,S0029,PN00284,P600,SRC000900,2025-06-26,2025-08-13,2025-08-13,66,57.4,USD
POL0005874,4500840,S0006,PN00231,P400,SRC000719,2025-03-23,2025-05-25,2025-05-25,500,16.32,USD
POL0005875,4500840,S0002,PN00152,P600,SRC000458,2025-12-27,2026-03-08,2026-03-10,334,169.49,USD
POL0005876,4500840,S0034,PN00087,P400,SRC000264,2025-07-08,2025-09-03,2025-09-08,27,108.05,USD
POL0005877,4500840,S0047,PN00070,P100,SRC000222,2025-08-31,2025-11-10,2025-11-10,132,62.81,USD
POL0005878,4500840,S0056,PN00372,P300,SRC001154,2026-01-26,2026-03-24,2026-03-29,500,129.77,USD
POL0005879,4500840,S0042,PN00226,P500,SRC000699,2025-10-12,2025-11-20,2025-11-20,100,14.75,USD
POL0005880,4500840,S0031,PN00211,P600,SRC000643,2025-08-19,2025-10-20,2025-10-22,295,31.84,USD
POL0005881,4500841,S0058,PN00390,P600,SRC001208,2025-10-08,2025-12-19,2025-12-19,60,41.02,USD
POL0005882,4500841,S0058,PN00257,P300,SRC000805,2026-03-22,2026-05-05,2026-05-05,238,36.13,USD
POL0005883,4500841,S0016,PN00341,P200,SRC001067,2025-12-09,2026-02-07,2026-02-07,41,12.47,USD
POL0005884,4500841,S0002,PN00190,P600,SRC000579,2026-01-05,2026-03-15,2026-03-15,500,94.84,USD
POL0005885,4500841,S0028,PN00004,P200,SRC000010,2025-04-11,2025-05-14,2025-05-14,105,40.01,USD
POL0005886,4500841,S0006,PN00231,P400,SRC000719,2025-11-21,2026-01-23,2026-01-28,500,17.46,USD
POL0005887,4500841,S0012,PN00233,P100,SRC000728,2025-08-18,2025-10-26,2025-10-31,182,21.26,USD
POL0005888,4500842,S0056,PN00301,P100,SRC000957,2025-12-07,2026-02-18,2026-02-18,500,25.55,USD
POL0005889,4500842,S0034,PN00168,P400,SRC000507,2025-02-16,2025-04-05,2025-04-05,144,36.39,USD
POL0005890,4500842,S0033,PN00265,P400,SRC000832,2026-03-29,2026-06-06,2026-06-11,284,67.18,USD
POL0005891,4500842,S0056,PN00194,P200,SRC000594,2026-03-23,2026-04-02,2026-04-07,50,16.57,USD
POL0005892,4500842,S0027,PN00243,P300,SRC000758,2025-04-07,2025-04-23,2025-04-23,100,60.96,USD
POL0005893,4500842,S0049,PN00318,P500,SRC001010,2025-10-01,2025-11-03,2025-11-03,23,60.38,USD
POL0005894,4500842,S0018,PN00051,P600,SRC000151,2025-07-04,2025-08-26,2025-08-26,100,12.36,USD
POL0005895,4500843,S0056,PN00223,P500,SRC000689,2025-02-11,2025-04-21,2025-04-21,358,7.52,USD
POL0005896,4500843,S0048,PN00224,P100,SRC000694,2025-01-20,2025-01-28,2025-01-28,500,33.91,USD
POL0005897,4500843,S0005,PN00249,P400,SRC000774,2025-09-04,2025-09-24,2025-09-26,132,29.66,USD
POL0005898,4500843,S0059,PN00121,P600,SRC000359,2025-11-27,2025-12-12,2025-12-12,500,50.02,USD
POL0005899,4500843,S0035,PN00251,P200,SRC000786,2025-07-18,2025-09-02,2025-09-02,155,25.68,USD
POL0005900,4500843,S0034,PN00379,P600,SRC001181,2025-09-10,2025-11-20,2025-11-22,171,50.97,USD
POL0005901,4500843,S0041,PN00157,P300,SRC000472,2025-04-22,2025-06-07,2025-06-12,47,306.53,USD
POL0005902,4500844,S0056,PN00301,P400,SRC000954,2025-12-13,2026-02-19,2026-02-24,188,27.14,USD
POL0005903,4500844,S0058,PN00027,P600,SRC000075,2025-04-02,2025-05-04,2025-05-04,77,212.63,USD
POL0005904,4500844,S0007,PN00370,P200,SRC001143,2025-01-31,2025-04-13,2025-04-13,106,25.35,USD
POL0005905,4500844,S0035,PN00251,P400,SRC000787,2026-03-31,2026-04-09,2026-04-09,143,28.94,USD
POL0005906,4500844,S0040,PN00029,P500,SRC000090,2025-05-09,2025-06-21,2025-06-21,139,69.93,USD
POL0005907,4500844,S0001,PN00143,P400,SRC000432,2026-03-18,2026-03-26,2026-03-26,95,18.83,USD
POL0005908,4500844,S0029,PN00134,P200,SRC000401,2026-03-15,2026-03-31,2026-03-31,102,100.07,USD
POL0005909,4500845,S0056,PN00188,P500,SRC000571,2025-05-30,2025-07-27,2025-07-27,309,14.85,USD
POL0005910,4500845,S0034,PN00119,P600,SRC000355,2025-07-07,2025-08-09,2025-08-09,296,84.12,USD
POL0005911,4500845,S0010,PN00067,P300,SRC000212,2025-02-16,2025-04-12,2025-04-17,53,9.01,USD
POL0005912,4500845,S0051,PN00351,P400,SRC001089,2026-02-16,2026-05-02,2026-05-02,266,20.98,USD
POL0005913,4500845,S0009,PN00273,P600,SRC000855,2025-02-06,2025-02-19,2025-02-19,50,62.95,USD
POL0005914,4500845,S0029,PN00134,P600,SRC000404,2025-11-18,2025-12-20,2025-12-20,231,97.94,USD
POL0005915,4500845,S0031,PN00134,P500,SRC000408,2025-03-23,2025-05-12,2025-05-12,100,86.47,USD
POL0005916,4500846,S0014,PN00283,P500,SRC000896,2025-01-25,2025-04-02,2025-04-02,500,6.48,USD
POL0005917,4500846,S0005,PN00138,P500,SRC000416,2025-01-23,2025-04-04,2025-04-06,93,6.11,USD
POL0005918,4500846,S0049,PN00374,P400,SRC001165,2025-04-14,2025-06-13,2025-06-13,38,94.35,USD
POL0005919,4500846,S0056,PN00024,P500,SRC000070,2026-01-05,2026-02-19,2026-02-19,500,40.5,USD
POL0005920,4500846,S0001,PN00388,P600,SRC001201,2025-04-23,2025-05-14,2025-05-14,100,27.18,USD
POL0005921,4500846,S0029,PN00090,P600,SRC000271,2025-12-17,2026-01-26,2026-01-26,137,48.78,USD
POL0005922,4500846,S0031,PN00193,P300,SRC000591,2025-11-16,2026-01-25,2026-01-25,500,144.63,USD
POL0005923,4500847,S0031,PN00055,P300,SRC000170,2025-11-11,2026-01-16,2026-01-21,102,5.24,USD
POL0005924,4500847,S0057,PN00108,P300,SRC000316,2025-02-28,2025-03-12,2025-03-12,282,13.19,USD
POL0005925,4500847,S0008,PN00037,P400,SRC000110,2025-04-20,2025-06-10,2025-06-10,100,19.84,USD
POL0005926,4500847,S0025,PN00347,P600,SRC001081,2025-07-26,2025-08-11,2025-08-11,188,16.71,USD
POL0005927,4500847,S0005,PN00223,P500,SRC000690,2026-03-09,2026-05-16,2026-05-21,500,7.52,USD
POL0005928,4500847,S0007,PN00154,P200,SRC000466,2025-08-23,2025-10-19,2025-10-19,500,26.05,USD
POL0005929,4500847,S0036,PN00212,P500,SRC000647,2026-02-07,2026-02-26,2026-03-03,54,8.3,USD
POL0005930,4500848,S0054,PN00025,P100,SRC000071,2025-10-15,2025-11-17,2025-11-22,76,18.24,USD
POL0005931,4500848,S0004,PN00063,P300,SRC000195,2025-06-19,2025-08-27,2025-09-01,67,96.2,USD
POL0005932,4500848,S0053,PN00247,P200,SRC000769,2025-10-19,2025-11-04,2025-11-09,94,5.99,USD
POL0005933,4500848,S0040,PN00121,P200,SRC000358,2025-03-28,2025-04-09,2025-04-14,166,53.96,USD
POL0005934,4500848,S0044,PN00342,P400,SRC001072,2025-05-16,2025-07-26,2025-07-26,60,33.18,USD
POL0005935,4500848,S0047,PN00070,P100,SRC000222,2026-03-20,2026-05-30,2026-05-30,50,65.03,USD
POL0005936,4500848,S0046,PN00068,P100,SRC000216,2025-10-10,2025-11-30,2025-12-05,63,146.18,USD
POL0005937,4500849,S0031,PN00389,P300,SRC001204,2026-01-28,2026-03-01,2026-03-01,500,79.93,USD
POL0005938,4500849,S0046,PN00162,P200,SRC000489,2025-09-13,2025-10-15,2025-10-15,185,37.23,USD
POL0005939,4500849,S0027,PN00304,P500,SRC000971,2025-08-12,2025-09-11,2025-09-11,127,86.03,USD
POL0005940,4500849,S0047,PN00362,P600,SRC001121,2025-10-03,2025-12-04,2025-12-04,100,16.58,USD
POL0005941,4500849,S0043,PN00292,P600,SRC000927,2025-06-11,2025-07-19,2025-07-24,210,10.01,USD
POL0005942,4500849,S0029,PN00237,P600,SRC000739,2025-07-18,2025-08-31,2025-09-02,52,20.74,USD
POL0005943,4500849,S0035,PN00093,P600,SRC000279,2026-02-06,2026-02-18,2026-02-18,300,6.45,USD
POL0005944,4500850,S0050,PN00208,P100,SRC000637,2026-03-19,2026-05-14,2026-05-14,100,52.52,USD
POL0005945,4500850,S0024,PN00271,P300,SRC000850,2026-03-21,2026-05-22,2026-05-22,500,23.15,USD
POL0005946,4500850,S0050,PN00175,P200,SRC000525,2025-10-08,2025-10-16,2025-10-21,100,32.16,USD
POL0005947,4500850,S0026,PN00044,P200,SRC000130,2025-10-06,2025-10-23,2025-10-23,63,14.41,USD
POL0005948,4500850,S0030,PN00386,P300,SRC001198,2025-03-06,2025-05-16,2025-05-21,50,60.65,USD
POL0005949,4500850,S0001,PN00388,P600,SRC001201,2026-01-10,2026-01-31,2026-02-02,100,27.42,USD
POL0005950,4500850,S0056,PN00179,P600,SRC000538,2026-03-05,2026-05-05,2026-05-07,500,17.3,USD
POL0005951,4500851,S0047,PN00019,P100,SRC000059,2025-05-14,2025-06-18,2025-06-18,151,22.5,USD
POL0005952,4500851,S0023,PN00352,P100,SRC001090,2025-08-13,2025-09-20,2025-09-20,349,12.14,USD
POL0005953,4500851,S0041,PN00301,P400,SRC000955,2026-02-23,2026-04-04,2026-04-04,50,28.61,USD
POL0005954,4500851,S0019,PN00329,P500,SRC001038,2025-03-09,2025-03-16,2025-03-18,108,26.22,USD
POL0005955,4500851,S0006,PN00302,P600,SRC000963,2025-02-22,2025-04-15,2025-04-15,100,16.82,USD
POL0005956,4500851,S0043,PN00292,P600,SRC000927,2026-01-13,2026-02-20,2026-02-20,102,10.29,USD
POL0005957,4500851,S0043,PN00292,P300,SRC000924,2025-02-14,2025-04-15,2025-04-15,55,11.56,USD
POL0005958,4500852,S0026,PN00043,P600,SRC000128,2025-07-26,2025-09-23,2025-09-25,134,89.53,USD
POL0005959,4500852,S0056,PN00223,P600,SRC000686,2025-09-21,2025-11-29,2025-11-29,108,7.09,USD
POL0005960,4500852,S0034,PN00088,P600,SRC000268,2025-02-23,2025-05-08,2025-05-08,36,183.83,USD
POL0005961,4500852,S0040,PN00345,P200,SRC001079,2025-04-14,2025-05-04,2025-05-06,39,15.85,USD
POL0005962,4500852,S0002,PN00107,P200,SRC000312,2025-12-13,2026-02-24,2026-02-24,149,79.14,USD
POL0005963,4500852,S0056,PN00011,P100,SRC000029,2025-08-06,2025-10-18,2025-10-18,179,62.38,USD
POL0005964,4500852,S0010,PN00033,P500,SRC000098,2025-05-19,2025-07-05,2025-07-10,68,50.89,USD
POL0005965,4500853,S0038,PN00021,P300,SRC000063,2025-11-15,2026-01-26,2026-01-26,102,24.45,USD
POL0005966,4500853,S0051,PN00234,P500,SRC000729,2026-02-18,2026-03-31,2026-03-31,50,47.51,USD
POL0005967,4500853,S0036,PN00279,P100,SRC000883,2026-02-23,2026-04-23,2026-04-23,52,41.23,USD
POL0005968,4500853,S0025,PN00376,P100,SRC001169,2025-06-14,2025-08-16,2025-08-16,500,37.98,USD
POL0005969,4500853,S0029,PN00055,P300,SRC000169,2025-06-29,2025-09-05,2025-09-05,71,4.61,USD
POL0005970,4500853,S0016,PN00134,P200,SRC000403,2025-02-06,2025-03-18,2025-03-20,364,90.34,USD
POL0005971,4500853,S0057,PN00202,P100,SRC000628,2025-10-30,2026-01-01,2026-01-01,101,60.71,USD
POL0005972,4500854,S0010,PN00067,P200,SRC000214,2025-10-03,2025-10-23,2025-10-23,104,9.59,USD
POL0005973,4500854,S0056,PN00372,P300,SRC001154,2025-06-05,2025-08-01,2025-08-06,500,129.95,USD
POL0005974,4500854,S0021,PN00186,P500,SRC000568,2026-03-03,2026-04-12,2026-04-12,89,69.78,USD
