source_id,supplier_id,part_id,plant_id,agreed_unit_price,agreed_lead_time_days,moq,is_primary_source,currency
SRC000449,S0041,PN00150,P600,8.84,71,100,True,USD
SRC000450,S0041,PN00150,P300,8.7,47,1,True,USD
SRC000451,S0049,PN00151,P400,41.75,36,10,True,USD
SRC000452,S0034,PN00151,P400,40.4,62,1,False,USD
SRC000453,S0049,PN00151,P300,37.75,68,500,True,USD
SRC000454,S0034,PN00151,P300,40.7,59,1,False,USD
SRC000455,S0049,PN00151,P600,40.88,71,10,True,USD
SRC000456,S0034,PN00151,P600,39.87,71,10,False,USD
SRC000457,S0002,PN00152,P300,151.43,45,500,True,USD
SRC000458,S0002,PN00152,P600,170.81,71,10,True,USD
SRC000459,S0002,PN00152,P100,175.1,17,100,True,USD
SRC000460,S0042,PN00153,P600,114.86,17,500,True,USD
SRC000461,S0051,PN00153,P600,128.23,48,10,False,USD
SRC000462,S0042,PN00153,P200,110.69,53,10,True,USD
SRC000463,S0051,PN00153,P200,118.0,13,500,False,USD
SRC000464,S0007,PN00154,P600,29.56,59,10,True,USD
SRC000465,S0007,PN00154,P500,26.1,40,1,True,USD
SRC000466,S0007,PN00154,P200,26.85,57,500,True,USD
SRC000467,S0016,PN00155,P200,36.77,75,500,True,USD
SRC000468,S0016,PN00155,P500,39.24,21,100,True,USD
SRC000469,S0029,PN00156,P600,64.95,47,50,True,USD
SRC000470,S0016,PN00156,P600,72.29,54,10,False,USD
SRC000471,S0041,PN00157,P200,334.64,13,10,True,USD
SRC000472,S0041,PN00157,P300,308.67,46,10,True,USD
SRC000473,S0041,PN00157,P600,347.94,45,50,True,USD
SRC000474,S0052,PN00158,P400,42.7,12,100,True,USD
SRC000475,S0022,PN00158,P400,47.7,75,100,False,USD
SRC000476,S0058,PN00159,P100,23.72,7,50,True,USD
SRC000477,S0046,PN00159,P100,25.44,60,50,False,USD
SRC000478,S0059,PN00160,P500,130.12,55,50,True,USD
SRC000479,S0028,PN00160,P500,123.62,65,1,False,USD
SRC000480,S0051,PN00160,P500,135.34,46,10,False,USD
SRC000481,S0059,PN00160,P600,133.33,21,50,True,USD
SRC000482,S0028,PN00160,P600,143.1,9,1,False,USD
SRC000483,S0051,PN00160,P600,128.46,63,100,False,USD
SRC000484,S0007,PN00161,P100,24.98,20,50,True,USD
SRC000485,S0007,PN00161,P200,26.19,57,50,True,USD
SRC000486,S0046,PN00162,P400,36.47,14,10,True,USD
SRC000487,S0058,PN00162,P400,38.26,72,100,False,USD
SRC000488,S0053,PN00162,P400,34.53,39,1,False,USD
SRC000489,S0046,PN00162,P200,35.84,32,100,True,USD
SRC000490,S0058,PN00162,P200,36.06,75,100,False,USD
SRC000491,S0053,PN00162,P200,37.37,21,100,False,USD
SRC000492,S0017,PN00163,P500,16.32,39,1,True,USD
SRC000493,S0017,PN00163,P400,15.86,43,50,True,USD
SRC000494,S0017,PN00163,P600,15.32,40,500,True,USD
SRC000495,S0045,PN00164,P100,18.05,8,10,True,USD
SRC000496,S0021,PN00164,P100,19.31,17,1,False,USD
SRC000497,S0045,PN00164,P500,19.74,31,50,True,USD
SRC000498,S0021,PN00164,P500,19.0,73,1,False,USD
SRC000499,S0045,PN00164,P200,17.97,67,1,True,USD
SRC000500,S0021,PN00164,P200,19.56,39,1,False,USD
SRC000501,S0053,PN00165,P600,168.69,30,50,True,USD
SRC000502,S0053,PN00165,P300,180.88,71,500,True,USD
SRC000503,S0017,PN00166,P200,37.81,71,50,True,USD
SRC000504,S0035,PN00166,P200,34.07,33,1,False,USD
SRC000505,S0020,PN00166,P200,35.62,68,100,False,USD
SRC000506,S0046,PN00167,P200,45.92,55,1,True,USD
SRC000507,S0034,PN00168,P400,35.5,48,10,True,USD
SRC000508,S0018,PN00169,P600,4.8,68,10,True,USD
SRC000509,S0018,PN00169,P300,4.32,36,50,True,USD
SRC000510,S0051,PN00170,P400,5.99,68,100,True,USD
SRC000511,S0051,PN00170,P600,5.77,57,50,True,USD
SRC000512,S0044,PN00171,P100,62.12,59,10,True,USD
SRC000513,S0054,PN00171,P100,63.75,75,10,False,USD
SRC000514,S0054,PN00172,P400,39.75,60,50,True,USD
SRC000515,S0022,PN00172,P400,34.28,38,50,False,USD
SRC000516,S0023,PN00172,P400,39.28,63,100,False,USD
SRC000517,S0054,PN00172,P100,35.34,33,500,True,USD
SRC000518,S0022,PN00172,P100,33.76,32,500,False,USD
SRC000519,S0023,PN00172,P100,33.98,57,100,False,USD
SRC000520,S0049,PN00173,P300,10.16,62,1,True,USD
SRC000521,S0049,PN00173,P500,10.23,72,100,True,USD
SRC000522,S0041,PN00174,P100,7.76,75,50,True,USD
SRC000523,S0041,PN00174,P600,7.6,59,100,True,USD
SRC000524,S0015,PN00175,P200,28.3,68,50,True,USD
SRC000525,S0050,PN00175,P200,32.36,8,100,False,USD
SRC000526,S0001,PN00176,P100,67.67,60,100,True,USD
SRC000527,S0001,PN00176,P600,75.05,20,500,True,USD
SRC000528,S0032,PN00177,P600,14.09,38,1,True,USD
SRC000529,S0037,PN00177,P600,14.4,31,10,False,USD
SRC000530,S0032,PN00177,P400,16.41,43,100,True,USD
SRC000531,S0037,PN00177,P400,15.78,71,10,False,USD
SRC000532,S0032,PN00177,P300,15.14,70,500,True,USD
SRC000533,S0037,PN00177,P300,14.4,49,100,False,USD
SRC000534,S0029,PN00178,P100,68.2,39,100,True,USD
SRC000535,S0056,PN00179,P200,15.65,20,100,True,USD
SRC000536,S0005,PN00179,P200,14.08,30,1,False,USD
SRC000537,S0041,PN00179,P200,15.84,18,100,False,USD
SRC000538,S0056,PN00179,P600,16.89,61,500,True,USD
SRC000539,S0005,PN00179,P600,15.73,15,50,False,USD
SRC000540,S0041,PN00179,P600,14.04,55,100,False,USD
SRC000541,S0056,PN00179,P300,15.48,69,100,True,USD
SRC000542,S0005,PN00179,P300,14.63,7,500,False,USD
SRC000543,S0041,PN00179,P300,13.99,66,50,False,USD
SRC000544,S0046,PN00180,P100,24.01,71,50,True,USD
SRC000545,S0053,PN00180,P100,23.21,57,1,False,USD
SRC000546,S0046,PN00180,P400,21.89,18,10,True,USD
SRC000547,S0053,PN00180,P400,23.31,58,10,False,USD
SRC000548,S0048,PN00181,P300,12.08,48,100,True,USD
SRC000549,S0048,PN00181,P500,14.2,73,50,True,USD
SRC000550,S0048,PN00181,P400,13.78,40,500,True,USD
SRC000551,S0013,PN00182,P400,21.37,16,100,True,USD
SRC000552,S0013,PN00182,P200,20.93,56,100,True,USD
SRC000553,S0013,PN00182,P500,21.83,43,500,True,USD
SRC000554,S0007,PN00183,P300,29.72,41,500,True,USD
SRC000555,S0007,PN00183,P600,26.09,34,50,True,USD
SRC000556,S0058,PN00184,P100,8.21,14,50,True,USD
SRC000557,S0024,PN00185,P200,14.21,36,1,True,USD
SRC000558,S0010,PN00185,P200,15.09,14,100,False,USD
SRC000559,S0048,PN00185,P200,15.19,37,1,False,USD
SRC000560,S0024,PN00185,P500,14.69,69,1,True,USD
SRC000561,S0010,PN00185,P500,14.81,32,500,False,USD
SRC000562,S0048,PN00185,P500,12.85,70,1,False,USD
SRC000563,S0026,PN00186,P300,75.44,36,10,True,USD
SRC000564,S0021,PN00186,P300,74.24,51,10,False,USD
SRC000565,S0026,PN00186,P400,66.82,42,100,True,USD
SRC000566,S0021,PN00186,P400,78.8,30,10,False,USD
SRC000567,S0026,PN00186,P500,76.89,60,50,True,USD
SRC000568,S0021,PN00186,P500,69.14,40,1,False,USD
SRC000569,S0033,PN00187,P600,14.75,63,100,True,USD
SRC000570,S0033,PN00187,P200,16.72,9,100,True,USD
SRC000571,S0056,PN00188,P500,14.65,58,10,True,USD
SRC000572,S0056,PN00188,P300,14.19,75,500,True,USD
SRC000573,S0013,PN00189,P200,92.53,32,10,True,USD
SRC000574,S0036,PN00189,P200,109.22,33,500,False,USD
SRC000575,S0027,PN00189,P200,110.62,56,100,False,USD
SRC000576,S0013,PN00189,P400,108.89,18,500,True,USD
SRC000577,S0036,PN00189,P400,108.65,50,50,False,USD
SRC000578,S0027,PN00189,P400,91.47,11,500,False,USD
SRC000579,S0002,PN00190,P600,91.77,69,500,True,USD
SRC000580,S0025,PN00190,P600,87.84,18,50,False,USD
SRC000581,S0002,PN00190,P200,91.78,71,100,True,USD
SRC000582,S0025,PN00190,P200,89.9,49,1,False,USD
SRC000583,S0036,PN00191,P600,47.88,64,50,True,USD
SRC000584,S0036,PN00191,P200,45.01,62,500,True,USD
SRC000585,S0014,PN00192,P200,29.26,64,500,True,USD
SRC000586,S0014,PN00192,P100,25.9,20,50,True,USD
SRC000587,S0014,PN00192,P500,28.39,62,1,True,USD
SRC000588,S0029,PN00193,P500,133.23,71,1,True,USD
SRC000589,S0031,PN00193,P500,144.73,66,1,False,USD
SRC000590,S0029,PN00193,P300,144.85,45,500,True,USD
SRC000591,S0031,PN00193,P300,148.08,70,500,False,USD
SRC000592,S0029,PN00193,P100,156.07,44,50,True,USD
SRC000593,S0031,PN00193,P100,140.44,17,500,False,USD
SRC000594,S0056,PN00194,P200,16.89,10,50,True,USD
SRC000595,S0055,PN00194,P200,16.69,39,100,False,USD
SRC000596,S0056,PN00194,P100,17.92,35,1,True,USD
SRC000597,S0055,PN00194,P100,15.39,21,10,False,USD
SRC000598,S0056,PN00194,P300,16.76,58,1,True,USD
SRC000599,S0055,PN00194,P300,16.41,63,100,False,USD
SRC000600,S0050,PN00195,P500,47.69,58,100,True,USD
SRC000601,S0047,PN00195,P500,48.56,56,10,False,USD
SRC000602,S0050,PN00195,P400,43.21,38,100,True,USD
SRC000603,S0047,PN00195,P400,48.37,38,500,False,USD
SRC000604,S0016,PN00196,P400,35.46,65,50,True,USD
SRC000605,S0031,PN00196,P400,36.62,37,500,False,USD
SRC000606,S0016,PN00196,P100,36.16,37,1,True,USD
SRC000607,S0031,PN00196,P100,32.96,11,1,False,USD
SRC000608,S0001,PN00197,P300,266.87,14,1,True,USD
SRC000609,S0001,PN00197,P600,293.43,9,500,True,USD
SRC000610,S0017,PN00198,P200,33.37,61,1,True,USD
SRC000611,S0017,PN00198,P600,29.08,52,1,True,USD
SRC000612,S0044,PN00199,P300,199.74,54,100,True,USD
SRC000613,S0052,PN00199,P300,197.35,20,500,False,USD
SRC000614,S0044,PN00199,P500,171.87,9,500,True,USD
SRC000615,S0052,PN00199,P500,190.16,58,100,False,USD
SRC000616,S0044,PN00199,P400,172.45,50,1,True,USD
SRC000617,S0052,PN00199,P400,196.09,17,500,False,USD
SRC000618,S0011,PN00200,P300,24.33,17,100,True,USD
SRC000619,S0011,PN00200,P500,27.95,71,1,True,USD
SRC000620,S0003,PN00201,P600,27.28,69,500,True,USD
SRC000621,S0032,PN00201,P600,29.47,33,500,False,USD
SRC000622,S0003,PN00201,P100,29.15,60,500,True,USD
SRC000623,S0032,PN00201,P100,31.29,37,500,False,USD
SRC000624,S0003,PN00201,P500,27.21,31,50,True,USD
SRC000625,S0032,PN00201,P500,30.66,10,500,False,USD
SRC000626,S0057,PN00202,P300,65.36,21,1,True,USD
SRC000627,S0057,PN00202,P400,63.42,9,100,True,USD
SRC000628,S0057,PN00202,P100,59.36,63,50,True,USD
SRC000629,S0009,PN00203,P100,38.85,48,10,True,USD
SRC000630,S0009,PN00204,P300,108.39,17,10,True,USD
SRC000631,S0014,PN00205,P100,5.97,11,100,True,USD
SRC000632,S0040,PN00206,P300,72.84,37,1,True,USD
SRC000633,S0040,PN00206,P600,70.31,68,500,True,USD
SRC000634,S0045,PN00207,P400,141.6,59,500,True,USD
SRC000635,S0045,PN00207,P100,152.12,14,1,True,USD
SRC000636,S0045,PN00207,P300,152.14,44,1,True,USD
SRC000637,S0050,PN00208,P100,50.66,56,100,True,USD
SRC000638,S0050,PN00208,P200,48.38,17,500,True,USD
SRC000639,S0050,PN00208,P500,49.62,39,50,True,USD
SRC000640,S0034,PN00209,P500,22.49,21,500,True,USD
SRC000641,S0007,PN00210,P500,36.33,40,1,True,USD
SRC000642,S0007,PN00210,P300,32.23,60,50,True,USD
SRC000643,S0031,PN00211,P600,30.2,62,50,True,USD
SRC000644,S0029,PN00211,P600,27.06,64,500,False,USD
SRC000645,S0031,PN00211,P200,27.2,35,100,True,USD
SRC000646,S0029,PN00211,P200,30.86,20,10,False,USD
SRC000647,S0036,PN00212,P500,8.2,19,50,True,USD
SRC000648,S0038,PN00212,P500,8.81,51,50,False,USD
SRC000649,S0035,PN00213,P600,181.19,12,10,True,USD
SRC000650,S0018,PN00213,P600,164.21,68,50,False,USD
SRC000651,S0017,PN00213,P600,149.8,74,10,False,USD
SRC000652,S0005,PN00214,P100,24.47,56,500,True,USD
SRC000653,S0055,PN00214,P100,25.5,18,100,False,USD
SRC000654,S0005,PN00214,P600,24.88,15,1,True,USD
SRC000655,S0055,PN00214,P600,25.0,71,1,False,USD
SRC000656,S0047,PN00215,P100,8.12,52,100,True,USD
SRC000657,S0047,PN00215,P300,7.15,74,1,True,USD
SRC000658,S0047,PN00215,P400,7.07,53,10,True,USD
SRC000659,S0040,PN00216,P100,24.26,69,50,True,USD
SRC000660,S0040,PN00216,P300,27.39,44,10,True,USD
SRC000661,S0040,PN00216,P500,28.26,53,1,True,USD
SRC000662,S0041,PN00217,P200,163.09,17,100,True,USD
SRC000663,S0046,PN00218,P500,102.8,72,500,True,USD
SRC000664,S0046,PN00218,P400,105.2,16,500,True,USD
SRC000665,S0046,PN00218,P200,95.29,67,10,True,USD
SRC000666,S0021,PN00219,P200,119.47,73,1,True,USD
SRC000667,S0026,PN00219,P200,139.42,18,500,False,USD
SRC000668,S0021,PN00219,P500,130.01,73,500,True,USD
SRC000669,S0026,PN00219,P500,136.7,30,100,False,USD
SRC000670,S0021,PN00219,P300,130.67,71,1,True,USD
SRC000671,S0026,PN00219,P300,135.98,50,100,False,USD
SRC000672,S0053,PN00220,P600,6.57,61,50,True,USD
SRC000673,S0046,PN00220,P600,6.57,7,10,False,USD
SRC000674,S0025,PN00221,P400,47.09,12,1,True,USD
SRC000675,S0025,PN00221,P300,51.7,19,1,True,USD
SRC000676,S0025,PN00221,P100,52.74,44,100,True,USD
SRC000677,S0016,PN00222,P300,74.54,36,1,True,USD
SRC000678,S0031,PN00222,P300,72.46,31,500,False,USD
SRC000679,S0029,PN00222,P300,76.99,51,50,False,USD
SRC000680,S0016,PN00222,P100,69.14,60,10,True,USD
SRC000681,S0031,PN00222,P100,79.29,20,1,False,USD
SRC000682,S0029,PN00222,P100,77.33,63,10,False,USD
SRC000683,S0056,PN00223,P100,8.42,54,50,True,USD
SRC000684,S0005,PN00223,P100,8.38,74,1,False,USD
SRC000685,S0041,PN00223,P100,8.21,33,100,False,USD
SRC000686,S0056,PN00223,P600,7.1,69,100,True,USD
SRC000687,S0005,PN00223,P600,7.12,17,1,False,USD
SRC000688,S0041,PN00223,P600,7.87,48,100,False,USD
SRC000689,S0056,PN00223,P500,7.63,69,100,True,USD
SRC000690,S0005,PN00223,P500,7.38,68,500,False,USD
SRC000691,S0041,PN00223,P500,7.04,54,100,False,USD
SRC000692,S0048,PN00224,P600,31.85,51,500,True,USD
SRC000693,S0010,PN00224,P600,30.2,36,1,False,USD
SRC000694,S0048,PN00224,P100,32.74,8,500,True,USD
SRC000695,S0010,PN00224,P100,33.96,42,500,False,USD
SRC000696,S0048,PN00225,P300,11.45,69,100,True,USD
SRC000697,S0048,PN00225,P400,10.79,38,1,True,USD
SRC000698,S0042,PN00226,P400,13.38,21,500,True,USD
SRC000699,S0042,PN00226,P500,14.64,39,100,True,USD
SRC000700,S0042,PN00226,P300,13.37,12,50,True,USD
SRC000701,S0034,PN00227,P500,92.03,20,500,True,USD
SRC000702,S0034,PN00227,P200,103.85,57,50,True,USD
SRC000703,S0034,PN00227,P100,91.23,42,10,True,USD
SRC000704,S0042,PN00228,P400,7.32,16,50,True,USD
SRC000705,S0040,PN00228,P400,7.0,56,50,False,USD
SRC000706,S0042,PN00228,P600,6.39,14,1,True,USD
SRC000707,S0040,PN00228,P600,6.84,30,10,False,USD
SRC000708,S0042,PN00228,P300,7.1,14,500,True,USD
SRC000709,S0040,PN00228,P300,6.46,60,50,False,USD
SRC000710,S0049,PN00229,P200,60.11,34,50,True,USD
SRC000711,S0034,PN00229,P200,56.08,37,10,False,USD
SRC000712,S0049,PN00229,P100,59.23,10,500,True,USD
SRC000713,S0034,PN00229,P100,66.77,53,1,False,USD
SRC000714,S0040,PN00230,P200,51.12,18,10,True,USD
SRC000715,S0059,PN00230,P200,46.04,65,10,False,USD
SRC000716,S0051,PN00230,P200,44.54,7,10,False,USD
SRC000717,S0006,PN00231,P200,15.79,43,50,True,USD
SRC000718,S0058,PN00231,P200,16.17,53,50,False,USD
SRC000719,S0006,PN00231,P400,16.82,63,500,True,USD
SRC000720,S0058,PN00231,P400,17.53,75,1,False,USD
SRC000721,S0006,PN00231,P100,15.09,21,10,True,USD
SRC000722,S0058,PN00231,P100,17.25,10,500,False,USD
SRC000723,S0049,PN00232,P500,101.0,45,1,True,USD
SRC000724,S0049,PN00232,P400,97.13,67,10,True,USD
SRC000725,S0024,PN00233,P200,19.91,47,10,True,USD
SRC000726,S0012,PN00233,P200,20.76,16,100,False,USD
SRC000727,S0024,PN00233,P100,18.31,8,100,True,USD
SRC000728,S0012,PN00233,P100,20.53,69,1,False,USD
SRC000729,S0051,PN00234,P500,47.28,41,50,True,USD
SRC000730,S0051,PN00234,P300,49.07,63,100,True,USD
SRC000731,S0051,PN00234,P400,49.1,61,100,True,USD
SRC000732,S0025,PN00235,P500,26.02,42,100,True,USD
SRC000733,S0025,PN00235,P100,29.49,55,10,True,USD
SRC000734,S0025,PN00235,P200,26.48,54,500,True,USD
SRC000735,S0037,PN00236,P500,37.61,35,50,True,USD
SRC000736,S0037,PN00236,P100,40.07,52,10,True,USD
SRC000737,S0029,PN00237,P400,21.94,53,100,True,USD
SRC000738,S0031,PN00237,P400,21.44,54,1,False,USD
SRC000739,S0029,PN00237,P600,20.84,44,50,True,USD
SRC000740,S0031,PN00237,P600,22.87,52,1,False,USD
SRC000741,S0005,PN00238,P200,15.86,53,1,True,USD
SRC000742,S0005,PN00238,P100,17.3,51,10,True,USD
SRC000743,S0032,PN00239,P600,15.33,38,500,True,USD
SRC000744,S0054,PN00239,P600,15.93,30,50,False,USD
SRC000745,S0032,PN00239,P300,14.11,52,100,True,USD
SRC000746,S0054,PN00239,P300,16.03,67,1,False,USD
SRC000747,S0032,PN00239,P200,14.66,62,10,True,USD
SRC000748,S0054,PN00239,P200,15.8,10,10,False,USD
SRC000749,S0016,PN00240,P500,48.48,15,100,True,USD
SRC000750,S0029,PN00240,P500,49.74,59,50,False,USD
SRC000751,S0014,PN00241,P600,33.01,58,500,True,USD
SRC000752,S0002,PN00241,P600,31.78,38,500,False,USD
SRC000753,S0014,PN00241,P400,37.57,49,1,True,USD
SRC000754,S0002,PN00241,P400,35.01,72,50,False,USD
SRC000755,S0038,PN00242,P600,70.17,74,500,True,USD
SRC000756,S0038,PN00242,P400,64.11,67,1,True,USD
SRC000757,S0013,PN00243,P300,58.9,19,500,True,USD
SRC000758,S0027,PN00243,P300,62.83,16,100,False,USD
SRC000759,S0034,PN00244,P500,70.68,14,1,True,USD
SRC000760,S0049,PN00244,P500,69.86,58,50,False,USD
SRC000761,S0001,PN00245,P500,1.04,68,100,True,USD
SRC000762,S0001,PN00245,P200,0.89,42,1,True,USD
SRC000763,S0001,PN00245,P100,1.06,54,50,True,USD
SRC000764,S0015,PN00246,P500,7.4,63,1,True,USD
SRC000765,S0015,PN00246,P100,7.58,20,100,True,USD
SRC000766,S0015,PN00246,P400,7.93,37,10,True,USD
SRC000767,S0053,PN00247,P100,5.79,43,50,True,USD
SRC000768,S0053,PN00247,P400,6.16,75,100,True,USD
SRC000769,S0053,PN00247,P200,5.82,16,50,True,USD
SRC000770,S0058,PN00248,P200,136.03,58,1,True,USD
SRC000771,S0053,PN00248,P200,131.98,16,10,False,USD
SRC000772,S0058,PN00248,P100,124.71,21,500,True,USD
SRC000773,S0053,PN00248,P100,133.31,59,100,False,USD
SRC000774,S0005,PN00249,P400,29.14,20,10,True,USD
SRC000775,S0041,PN00249,P400,29.28,41,500,False,USD
SRC000776,S0005,PN00249,P300,31.14,14,100,True,USD
SRC000777,S0041,PN00249,P300,32.17,41,500,False,USD
SRC000778,S0005,PN00249,P500,27.41,74,1,True,USD
SRC000779,S0041,PN00249,P500,28.25,40,50,False,USD
SRC000780,S0057,PN00250,P100,10.64,65,1,True,USD
SRC000781,S0014,PN00250,P100,11.88,8,1,False,USD
SRC000782,S0057,PN00250,P200,10.84,50,100,True,USD
SRC000783,S0014,PN00250,P200,10.73,46,10,False,USD
SRC000784,S0057,PN00250,P400,10.85,14,1,True,USD
SRC000785,S0014,PN00250,P400,9.93,74,100,False,USD
SRC000786,S0035,PN00251,P200,25.47,46,1,True,USD
SRC000787,S0035,PN00251,P400,29.16,9,50,True,USD
SRC000788,S0047,PN00252,P100,60.13,45,100,True,USD
SRC000789,S0050,PN00252,P100,55.37,47,10,False,USD
SRC000790,S0047,PN00252,P600,55.72,31,500,True,USD
SRC000791,S0050,PN00252,P600,54.9,48,1,False,USD
SRC000792,S0049,PN00253,P100,19.29,7,50,True,USD
SRC000793,S0042,PN00254,P200,31.48,73,500,True,USD
SRC000794,S0006,PN00255,P500,87.24,58,1,True,USD
SRC000795,S0006,PN00255,P100,85.72,7,100,True,USD
SRC000796,S0006,PN00255,P400,88.5,45,50,True,USD
SRC000797,S0027,PN00256,P100,17.62,42,1,True,USD
SRC000798,S0013,PN00256,P100,17.2,36,10,False,USD
SRC000799,S0038,PN00256,P100,19.0,32,100,False,USD
SRC000800,S0027,PN00256,P600,18.24,20,50,True,USD
SRC000801,S0013,PN00256,P600,17.56,17,10,False,USD
SRC000802,S0038,PN00256,P600,18.64,64,100,False,USD
SRC000803,S0006,PN00257,P300,36.77,30,100,True,USD
SRC000804,S0019,PN00257,P300,39.24,30,100,False,USD
SRC000805,S0058,PN00257,P300,35.94,44,1,False,USD
SRC000806,S0055,PN00258,P300,36.58,56,50,True,USD
SRC000807,S0056,PN00258,P300,35.79,61,1,False,USD
SRC000808,S0055,PN00258,P100,35.42,19,500,True,USD
SRC000809,S0056,PN00258,P100,31.82,36,500,False,USD
SRC000810,S0055,PN00258,P500,32.84,70,100,True,USD
SRC000811,S0056,PN00258,P500,35.19,74,10,False,USD
SRC000812,S0036,PN00259,P400,37.98,67,100,True,USD
SRC000813,S0036,PN00259,P100,40.98,70,10,True,USD
SRC000814,S0036,PN00259,P300,41.97,75,1,True,USD
SRC000815,S0031,PN00260,P300,70.63,57,10,True,USD
SRC000816,S0004,PN00261,P400,40.83,54,10,True,USD
SRC000817,S0008,PN00261,P400,44.57,45,500,False,USD
SRC000818,S0004,PN00261,P300,47.51,58,50,True,USD
SRC000819,S0008,PN00261,P300,40.25,50,1,False,USD
SRC000820,S0025,PN00262,P300,5.34,12,50,True,USD
SRC000821,S0025,PN00262,P100,4.75,64,1,True,USD
SRC000822,S0025,PN00262,P200,5.4,72,10,True,USD
SRC000823,S0012,PN00263,P300,24.85,34,100,True,USD
SRC000824,S0033,PN00263,P300,22.19,42,1,False,USD
SRC000825,S0012,PN00263,P200,24.87,9,10,True,USD
SRC000826,S0033,PN00263,P200,22.46,9,500,False,USD
SRC000827,S0012,PN00263,P400,24.47,43,10,True,USD
SRC000828,S0033,PN00263,P400,24.27,57,100,False,USD
SRC000829,S0002,PN00264,P400,111.67,45,50,True,USD
SRC000830,S0033,PN00265,P200,62.91,12,100,True,USD
SRC000831,S0033,PN00265,P300,66.91,60,100,True,USD
SRC000832,S0033,PN00265,P400,67.52,69,100,True,USD
SRC000833,S0056,PN00266,P400,66.9,49,500,True,USD
SRC000834,S0005,PN00266,P400,64.13,15,10,False,USD
SRC000835,S0056,PN00266,P100,60.64,59,50,True,USD
SRC000836,S0005,PN00266,P100,63.09,54,500,False,USD
SRC000837,S0016,PN00267,P600,118.99,39,10,True,USD
SRC000838,S0029,PN00267,P600,108.07,62,50,False,USD
SRC000839,S0043,PN00268,P600,271.01,49,500,True,USD
SRC000840,S0043,PN00268,P300,254.0,32,1,True,USD
SRC000841,S0060,PN00269,P200,206.69,46,50,True,USD
SRC000842,S0043,PN00270,P600,95.44,57,10,True,USD
SRC000843,S0043,PN00270,P300,88.01,32,50,True,USD
SRC000844,S0043,PN00270,P100,95.08,73,1,True,USD
SRC000845,S0012,PN00271,P400,21.17,67,10,True,USD
SRC000846,S0024,PN00271,P400,20.15,35,100,False,USD
SRC000847,S0012,PN00271,P200,21.83,16,1,True,USD
SRC000848,S0024,PN00271,P200,22.36,42,100,False,USD
SRC000849,S0012,PN00271,P300,20.82,57,50,True,USD
SRC000850,S0024,PN00271,P300,23.11,62,500,False,USD
SRC000851,S0018,PN00272,P600,14.32,35,1,True,USD
SRC000852,S0020,PN00272,P600,14.01,52,10,False,USD
SRC000853,S0018,PN00272,P400,13.03,43,100,True,USD
SRC000854,S0020,PN00272,P400,14.18,30,10,False,USD
SRC000855,S0009,PN00273,P600,61.59,13,50,True,USD
SRC000856,S0045,PN00273,P600,65.46,40,10,False,USD
SRC000857,S0034,PN00274,P400,22.34,37,100,True,USD
SRC000858,S0041,PN00275,P100,41.89,42,50,True,USD
SRC000859,S0005,PN00275,P100,43.71,56,100,False,USD
SRC000860,S0059,PN00276,P200,38.47,37,50,True,USD
SRC000861,S0028,PN00276,P200,38.29,31,500,False,USD
SRC000862,S0059,PN00276,P100,39.69,61,1,True,USD
SRC000863,S0028,PN00276,P100,37.84,47,1,False,USD
SRC000864,S0059,PN00276,P300,43.23,19,1,True,USD
SRC000865,S0028,PN00276,P300,38.56,15,1,False,USD
SRC000866,S0057,PN00277,P400,20.56,16,100,True,USD
SRC000867,S0057,PN00277,P600,18.95,17,50,True,USD
SRC000868,S0039,PN00278,P400,105.38,20,50,True,USD
SRC000869,S0008,PN00278,P400,102.19,30,100,False,USD
SRC000870,S0017,PN00278,P400,103.4,55,10,False,USD
SRC000871,S0039,PN00278,P600,87.43,8,500,True,USD
SRC000872,S0008,PN00278,P600,92.23,74,10,False,USD
SRC000873,S0017,PN00278,P600,93.91,69,100,False,USD
SRC000874,S0039,PN00278,P100,96.68,72,10,True,USD
SRC000875,S0008,PN00278,P100,87.01,70,50,False,USD
SRC000876,S0017,PN00278,P100,87.26,12,1,False,USD
SRC000877,S0036,PN00279,P400,37.32,60,1,True,USD
SRC000878,S0038,PN00279,P400,40.23,48,500,False,USD
SRC000879,S0013,PN00279,P400,36.16,9,500,False,USD
SRC000880,S0036,PN00279,P600,41.3,75,500,True,USD
SRC000881,S0038,PN00279,P600,34.93,61,1,False,USD
SRC000882,S0013,PN00279,P600,36.97,17,500,False,USD
SRC000883,S0036,PN00279,P100,42.14,59,10,True,USD
SRC000884,S0038,PN00279,P100,41.45,37,100,False,USD
SRC000885,S0013,PN00279,P100,39.69,45,10,False,USD
SRC000886,S0034,PN00280,P400,66.0,31,10,True,USD
SRC000887,S0014,PN00281,P600,9.36,60,1,True,USD
SRC000888,S0025,PN00281,P600,10.14,21,500,False,USD
SRC000889,S0002,PN00281,P600,10.08,61,1,False,USD
SRC000890,S0024,PN00282,P500,10.84,75,100,True,USD
SRC000891,S0012,PN00282,P500,11.44,65,100,False,USD
SRC000892,S0024,PN00282,P100,11.78,10,50,True,USD
SRC000893,S0012,PN00282,P100,10.27,35,1,False,USD
SRC000894,S0024,PN00282,P300,10.21,67,10,True,USD
SRC000895,S0012,PN00282,P300,11.64,37,500,False,USD
SRC000896,S0014,PN00283,P500,6.59,67,500,True,USD
SRC000897,S0014,PN00283,P100,6.43,13,100,True,USD
