snapshot_date,plant_id,part_id,qty_on_hand,unit_cost,avg_daily_demand_qty,safety_stock_qty
2025-03-31,P200,PN00043,13,91.83,0.2556,3
2025-03-31,P200,PN00044,110,14.28,1.4667,20
2025-03-31,P200,PN00045,17,20.08,0.2889,4
2025-03-31,P200,PN00046,30,9.61,0.6889,9
2025-03-31,P200,PN00047,63,230.49,1.0667,14
2025-03-31,P200,PN00048,66,13.8,1.9556,27
2025-03-31,P200,PN00049,48,17.72,1.5,21
2025-03-31,P200,PN00050,48,60.41,0.6333,8
2025-03-31,P200,PN00051,8,11.35,0.2889,4
2025-03-31,P200,PN00053,39,91.69,0.4333,6
2025-03-31,P200,PN00054,17,12.07,0.3333,4
2025-03-31,P200,PN00055,50,5.07,0.5,7
2025-03-31,P200,PN00056,23,27.68,0.7556,10
2025-03-31,P200,PN00057,7,292.95,0.3222,4
2025-03-31,P200,PN00058,89,18.38,0.9333,13
2025-03-31,P200,PN00059,15,13.2,0.4889,6
2025-03-31,P200,PN00060,48,65.13,1.2333,17
2025-03-31,P200,PN00061,28,24.61,0.6222,8
2025-03-31,P200,PN00062,4,7.42,0.0889,1
2025-03-31,P200,PN00063,66,99.23,1.6111,22
2025-03-31,P200,PN00064,24,10.6,1.6667,23
2025-03-31,P200,PN00065,14,24.36,0.9667,13
2025-03-31,P200,PN00066,8,19.2,0.1222,1
2025-03-31,P200,PN00067,23,8.69,0.6778,9
2025-03-31,P200,PN00068,7,148.87,0.1667,2
2025-03-31,P200,PN00069,6,26.9,0.0889,1
2025-03-31,P200,PN00070,2,56.09,0.0556,0
2025-03-31,P200,PN00071,40,44.57,1.1111,15
2025-03-31,P200,PN00072,7,49.73,0.2444,3
2025-03-31,P200,PN00073,26,103.39,1.2333,17
2025-03-31,P200,PN00074,59,49.34,0.6,8
2025-03-31,P200,PN00075,18,19.09,0.6778,9
2025-03-31,P200,PN00076,31,4.49,1.0778,15
2025-03-31,P200,PN00077,26,24.17,1.0222,14
2025-03-31,P200,PN00078,7,52.34,0.2111,2
2025-03-31,P200,PN00079,26,21.66,0.5778,8
2025-03-31,P200,PN00080,13,34.46,0.4556,6
2025-03-31,P200,PN00081,13,6.41,0.4667,6
2025-03-31,P200,PN00082,56,5.54,1.0889,15
2025-03-31,P200,PN00083,12,254.07,0.5222,7
2025-03-31,P200,PN00084,6,159.35,0.1333,1
2025-03-31,P200,PN00085,20,62.12,0.2667,3
2025-03-31,P200,PN00086,23,77.79,0.3667,5
2025-03-31,P200,PN00087,14,115.52,0.2222,3
2025-03-31,P200,PN00088,31,174.01,0.6,8
2025-03-31,P200,PN00089,0,75.91,0.0,0
2025-03-31,P200,PN00090,61,45.57,1.0444,14
2025-03-31,P200,PN00091,27,30.72,0.8,11
2025-03-31,P200,PN00092,10,25.01,0.2333,3
2025-03-31,P200,PN00093,6,7.03,0.1889,2
2025-03-31,P200,PN00094,59,63.48,1.1333,15
2025-03-31,P200,PN00095,29,12.49,1.1111,15
2025-03-31,P200,PN00096,0,80.52,0.0111,0
2025-03-31,P200,PN00097,18,383.48,1.0111,14
2025-03-31,P200,PN00098,4,85.64,0.1667,2
2025-03-31,P200,PN00099,4,23.37,0.1,1
2025-03-31,P200,PN00100,7,22.69,0.3111,4
2025-03-31,P200,PN00101,27,54.34,0.7222,10
2025-03-31,P200,PN00102,35,4.59,0.6,8
2025-03-31,P200,PN00103,7,72.36,0.1,1
2025-03-31,P200,PN00104,35,12.93,0.5,7
2025-03-31,P200,PN00105,14,46.23,0.2444,3
2025-03-31,P200,PN00106,136,133.95,1.2556,17
2025-03-31,P200,PN00107,13,73.05,0.1778,2
2025-03-31,P200,PN00108,6,13.82,0.3556,4
2025-03-31,P200,PN00109,25,18.21,0.5556,7
2025-03-31,P200,PN00110,14,53.61,0.3,4
2025-03-31,P200,PN00111,11,109.08,0.3222,4
2025-03-31,P200,PN00112,10,10.62,0.3222,4
2025-03-31,P200,PN00113,54,48.15,1.4556,20
2025-03-31,P200,PN00114,20,49.31,0.6889,9
2025-03-31,P200,PN00115,10,154.15,0.3111,4
2025-03-31,P200,PN00116,3,31.53,0.0778,1
2025-03-31,P200,PN00117,30,34.78,1.7444,24
2025-03-31,P200,PN00118,43,18.74,1.2889,18
2025-03-31,P200,PN00119,35,79.84,0.7889,11
2025-03-31,P200,PN00120,20,29.82,1.1889,16
2025-03-31,P200,PN00121,12,50.81,0.5222,7
2025-03-31,P200,PN00122,20,68.04,0.4111,5
2025-03-31,P200,PN00123,75,27.71,2.2667,31
2025-03-31,P200,PN00124,29,11.74,0.7222,10
2025-03-31,P200,PN00125,10,28.23,0.3,4
2025-03-31,P200,PN00126,39,45.94,1.1,15
2025-03-31,P200,PN00127,7,10.87,0.1222,1
2025-03-31,P200,PN00128,14,52.58,0.5111,7
2025-03-31,P200,PN00129,61,9.96,1.7667,24
2025-03-31,P200,PN00130,92,15.96,1.3667,19
2025-03-31,P200,PN00131,55,22.47,0.9444,13
2025-03-31,P200,PN00132,3,20.18,0.2556,3
2025-03-31,P200,PN00133,15,21.61,0.4778,6
2025-03-31,P200,PN00134,28,94.64,0.4556,6
2025-03-31,P200,PN00135,166,57.85,1.9444,27
2025-03-31,P200,PN00136,2,28.62,0.0444,0
2025-03-31,P200,PN00137,14,32.58,0.5111,7
2025-03-31,P200,PN00138,77,5.65,1.0667,14
2025-03-31,P200,PN00139,2,62.3,0.0444,0
2025-03-31,P200,PN00140,13,38.29,0.3889,5
2025-03-31,P200,PN00141,6,105.85,0.3,4
2025-03-31,P200,PN00142,20,55.31,0.4,5
2025-03-31,P200,PN00143,59,17.44,0.7889,11
2025-03-31,P200,PN00144,71,101.72,0.6333,8
2025-03-31,P200,PN00145,67,5.08,1.0889,15
2025-03-31,P200,PN00146,88,31.25,3.5444,49
2025-03-31,P200,PN00147,17,72.55,0.6111,8
2025-03-31,P200,PN00148,2,79.99,0.1222,1
2025-03-31,P200,PN00149,15,39.23,0.8,11
2025-03-31,P200,PN00150,41,7.92,0.8333,11
2025-03-31,P200,PN00151,64,39.53,0.8111,11
2025-03-31,P200,PN00152,4,159.98,0.0778,1
2025-03-31,P200,PN00153,48,122.29,1.2333,17
2025-03-31,P200,PN00154,1,27.24,0.0556,0
2025-03-31,P200,PN00155,11,39.92,0.4444,6
2025-03-31,P200,PN00156,87,69.22,1.1778,16
2025-03-31,P200,PN00157,72,344.76,1.1111,15
2025-03-31,P200,PN00158,16,45.32,0.4889,6
2025-03-31,P200,PN00159,45,23.42,1.2,16
2025-03-31,P200,PN00160,20,132.96,0.6333,8
2025-03-31,P200,PN00162,55,37.55,0.7,9
2025-03-31,P200,PN00163,19,16.49,0.3333,4
2025-03-31,P200,PN00164,17,18.09,0.6778,9
2025-03-31,P200,PN00165,0,167.27,0.0222,0
2025-03-31,P200,PN00166,53,35.81,0.6,8
2025-03-31,P200,PN00167,11,41.52,0.5889,8
2025-03-31,P200,PN00168,5,33.43,0.1889,2
2025-03-31,P200,PN00169,8,4.47,0.2333,3
2025-03-31,P200,PN00170,73,6.07,0.9444,13
2025-03-31,P200,PN00171,9,62.6,0.1111,1
2025-03-31,P200,PN00172,18,36.56,0.3444,4
2025-03-31,P200,PN00173,49,10.68,0.9889,13
2025-03-31,P200,PN00174,51,7.9,1.5222,21
2025-03-31,P200,PN00175,41,30.5,1.0889,15
2025-03-31,P200,PN00176,127,70.17,1.3778,19
2025-03-31,P200,PN00177,257,15.48,2.8111,39
2025-03-31,P200,PN00178,28,70.6,0.6778,9
2025-03-31,P200,PN00179,89,15.21,1.3222,18
2025-03-31,P200,PN00180,34,23.32,0.6778,9
2025-03-31,P200,PN00181,42,13.19,1.0556,14
2025-03-31,P200,PN00182,67,22.2,0.8556,11
2025-03-31,P200,PN00183,6,27.63,0.1222,1
2025-03-31,P200,PN00184,73,8.24,0.8667,12
2025-03-31,P200,PN00185,0,13.72,0.0444,0
2025-03-31,P200,PN00186,10,72.51,0.4222,5
2025-03-31,P200,PN00187,58,15.78,0.6778,9
2025-03-31,P200,PN00188,4,13.67,0.0667,0
2025-03-31,P200,PN00189,28,101.71,0.7444,10
2025-03-31,P200,PN00190,42,85.62,0.5,7
2025-03-31,P200,PN00191,44,46.64,0.8889,12
2025-03-31,P200,PN00192,14,27.56,0.7,9
2025-03-31,P200,PN00193,66,140.8,0.8222,11
2025-03-31,P200,PN00194,12,16.35,0.2111,2
2025-03-31,P200,PN00195,63,47.14,1.2778,17
2025-03-31,P200,PN00196,26,33.82,0.3444,4
2025-03-31,P200,PN00197,4,275.38,0.0667,0
2025-03-31,P200,PN00198,61,30.47,0.8556,11
2025-03-31,P200,PN00199,8,181.82,0.2333,3
2025-03-31,P200,PN00200,18,25.94,0.8,11
2025-03-31,P200,PN00201,0,28.57,0.0,0
2025-03-31,P200,PN00202,10,63.65,0.5667,7
2025-03-31,P200,PN00203,15,39.05,0.3444,4
2025-03-31,P200,PN00204,93,98.27,1.5889,22
2025-03-31,P200,PN00205,19,5.61,0.5667,7
2025-03-31,P200,PN00206,25,71.89,0.7778,10
2025-03-31,P200,PN00207,41,153.79,0.3778,5
2025-03-31,P200,PN00208,34,52.05,0.6667,9
2025-03-31,P200,PN00209,0,20.37,0.0333,0
2025-03-31,P200,PN00210,39,34.56,1.8556,25
2025-03-31,P200,PN00211,55,28.63,0.6556,9
2025-03-31,P200,PN00213,50,165.17,0.6556,9
2025-03-31,P200,PN00214,4,23.53,0.0778,1
2025-03-31,P200,PN00215,12,7.39,0.3667,5
2025-03-31,P200,PN00216,17,25.04,0.4889,6
2025-03-31,P200,PN00217,7,145.15,0.1333,1
2025-03-31,P200,PN00218,41,102.83,0.8,11
2025-03-31,P200,PN00220,21,6.32,0.4889,6
2025-03-31,P200,PN00221,45,46.49,1.8111,25
2025-03-31,P200,PN00222,24,72.31,0.5778,8
2025-03-31,P200,PN00223,51,7.53,0.7222,10
2025-03-31,P200,PN00224,48,30.94,1.1444,16
2025-03-31,P200,PN00225,0,11.4,0.0,0
2025-03-31,P200,PN00226,6,13.83,0.1444,2
2025-03-31,P200,PN00227,12,97.73,0.1889,2
2025-03-31,P200,PN00228,69,6.73,0.7556,10
2025-03-31,P200,PN00229,25,62.41,0.3111,4
2025-03-31,P200,PN00230,10,46.47,0.3,4
2025-03-31,P200,PN00231,5,15.89,0.2,2
2025-03-31,P200,PN00232,59,90.21,1.0889,15
2025-03-31,P200,PN00233,51,19.04,0.6,8
2025-03-31,P200,PN00234,20,45.36,0.6444,9
2025-03-31,P200,PN00235,9,27.79,0.2333,3
2025-03-31,P200,PN00236,10,41.13,0.1778,2
2025-03-31,P200,PN00237,15,22.07,0.6444,9
2025-03-31,P200,PN00238,9,17.32,0.1333,1
2025-03-31,P200,PN00239,7,14.22,0.0778,1
2025-03-31,P200,PN00240,52,48.19,0.8889,12
2025-03-31,P200,PN00241,17,34.92,0.3778,5
2025-03-31,P200,PN00242,16,67.64,0.1556,2
2025-03-31,P200,PN00243,23,57.46,0.6444,9
2025-03-31,P200,PN00244,64,71.77,2.2444,31
2025-03-31,P200,PN00245,39,0.99,0.5222,7
2025-03-31,P200,PN00246,27,7.9,1.4667,20
2025-03-31,P200,PN00247,100,6.24,1.3778,19
2025-03-31,P200,PN00248,6,124.49,0.1556,2
2025-03-31,P200,PN00249,121,28.9,1.2667,17
2025-03-31,P200,PN00250,14,11.03,0.2333,3
2025-03-31,P200,PN00251,24,27.82,0.4111,5
2025-03-31,P200,PN00252,9,58.05,0.5889,8
2025-03-31,P200,PN00253,33,18.66,0.4889,6
2025-03-31,P200,PN00254,44,29.17,1.2111,16
2025-03-31,P200,PN00255,8,84.76,0.1111,1
2025-03-31,P200,PN00256,35,18.15,0.3889,5
2025-03-31,P200,PN00257,21,37.74,0.7778,10
2025-03-31,P200,PN00258,63,34.27,1.2667,17
2025-03-31,P200,PN00259,15,42.59,0.3444,4
2025-03-31,P200,PN00260,13,74.86,0.8222,11
2025-03-31,P200,PN00262,13,4.85,0.2778,3
2025-03-31,P200,PN00263,66,24.63,0.6889,9
2025-03-31,P200,PN00264,10,118.02,0.6333,8
2025-03-31,P200,PN00265,29,69.05,0.5111,7
2025-03-31,P200,PN00266,1,62.95,0.0556,0
2025-03-31,P200,PN00267,199,116.8,2.9,40
2025-03-31,P200,PN00268,4,271.5,0.3444,4
2025-03-31,P200,PN00269,35,198.02,0.6667,9
2025-03-31,P200,PN00270,79,92.11,1.2556,17
2025-03-31,P200,PN00271,138,21.86,1.4,19
2025-03-31,P200,PN00272,30,13.9,1.5,21
2025-03-31,P200,PN00273,16,63.65,0.3556,4
2025-03-31,P200,PN00274,19,23.92,0.5444,7
2025-03-31,P200,PN00275,105,38.47,1.4222,19
2025-03-31,P200,PN00276,56,41.65,0.8444,11
2025-03-31,P200,PN00277,17,19.2,0.1889,2
2025-03-31,P200,PN00278,71,96.52,0.6778,9
2025-03-31,P200,PN00279,16,37.97,0.5111,7
2025-03-31,P200,PN00280,49,60.53,0.6889,9
2025-03-31,P200,PN00281,11,9.54,0.1444,2
2025-03-31,P200,PN00282,1,10.89,0.0556,0
2025-03-31,P200,PN00283,37,6.86,0.4556,6
2025-03-31,P200,PN00284,25,52.47,0.6111,8
2025-03-31,P200,PN00285,34,174.7,0.5,7
2025-03-31,P200,PN00286,41,22.55,0.9222,12
2025-03-31,P200,PN00287,64,46.46,1.3778,19
2025-03-31,P200,PN00288,80,20.39,2.5333,35
2025-03-31,P200,PN00289,17,68.51,0.2778,3
2025-03-31,P200,PN00290,14,188.46,0.6222,8
2025-03-31,P200,PN00291,41,34.46,1.1222,15
2025-03-31,P200,PN00292,29,10.04,0.8111,11
2025-03-31,P200,PN00293,16,49.6,0.6556,9
2025-03-31,P200,PN00294,53,24.08,0.5111,7
2025-03-31,P200,PN00295,28,59.79,0.3889,5
2025-03-31,P200,PN00296,2,59.68,0.0889,1
2025-03-31,P200,PN00297,12,69.02,0.4556,6
2025-03-31,P200,PN00298,34,187.24,0.6111,8
2025-03-31,P200,PN00299,15,43.07,0.2778,3
2025-03-31,P200,PN00300,16,22.41,0.3667,5
2025-03-31,P200,PN00301,0,26.84,0.0,0
2025-03-31,P200,PN00302,84,17.98,0.8556,11
2025-03-31,P200,PN00303,94,23.91,0.8444,11
2025-03-31,P200,PN00304,47,79.97,0.5444,7
2025-03-31,P200,PN00305,16,9.85,0.6,8
2025-03-31,P200,PN00306,30,441.16,0.3556,4
2025-03-31,P200,PN00307,24,23.71,0.8,11
2025-03-31,P200,PN00308,37,24.29,0.6222,8
2025-03-31,P200,PN00309,21,10.62,0.4,5
2025-03-31,P200,PN00310,28,36.1,0.9111,12
2025-03-31,P200,PN00311,27,8.43,0.4333,6
2025-03-31,P200,PN00312,48,35.27,1.5889,22
2025-03-31,P200,PN00313,37,33.88,0.7333,10
2025-03-31,P200,PN00314,11,73.23,0.7333,10
2025-03-31,P200,PN00315,38,31.56,0.4556,6
2025-03-31,P200,PN00316,10,59.05,0.2556,3
2025-03-31,P200,PN00317,34,78.11,0.9556,13
2025-03-31,P200,PN00318,13,60.59,0.4,5
2025-03-31,P200,PN00319,14,26.97,0.3222,4
2025-03-31,P200,PN00320,12,21.57,0.6667,9
2025-03-31,P200,PN00321,4,5.87,0.1444,2
2025-03-31,P200,PN00322,51,66.5,0.5556,7
2025-03-31,P200,PN00323,10,142.4,0.3,4
2025-03-31,P200,PN00324,38,23.92,1.1,15
2025-03-31,P200,PN00325,72,28.81,0.7444,10
2025-03-31,P200,PN00326,44,44.79,0.5667,7
2025-03-31,P200,PN00327,18,72.45,0.3333,4
2025-03-31,P200,PN00328,49,8.07,2.0889,29
2025-03-31,P200,PN00329,13,26.37,0.7333,10
2025-03-31,P200,PN00330,17,8.39,0.4444,6
2025-03-31,P200,PN00331,12,16.87,0.3444,4
2025-03-31,P200,PN00332,18,83.06,0.6556,9
2025-03-31,P200,PN00333,3,9.15,0.1889,2
2025-03-31,P200,PN00334,18,280.47,0.1778,2
2025-03-31,P200,PN00335,3,14.68,0.1111,1
2025-03-31,P200,PN00336,32,9.32,1.0111,14
2025-03-31,P200,PN00337,88,50.26,1.8222,25
2025-03-31,P200,PN00338,47,23.02,1.0333,14
2025-03-31,P200,PN00339,50,6.88,1.1222,15
2025-03-31,P200,PN00340,19,110.64,0.4778,6
2025-03-31,P200,PN00341,11,12.18,0.4667,6
2025-03-31,P200,PN00342,9,35.62,0.2333,3
2025-03-31,P200,PN00343,43,48.65,0.5333,7
2025-03-31,P200,PN00344,33,88.55,0.4667,6
2025-03-31,P200,PN00345,28,15.92,0.5667,7
2025-03-31,P200,PN00346,11,88.18,0.5556,7
2025-03-31,P200,PN00347,3,17.82,0.2111,2
2025-03-31,P200,PN00348,31,40.23,0.4444,6
2025-03-31,P200,PN00349,19,118.74,0.6333,8
2025-03-31,P200,PN00350,6,170.27,0.0778,1
2025-03-31,P200,PN00351,11,21.48,0.2333,3
2025-03-31,P200,PN00352,21,12.36,0.4444,6
2025-03-31,P200,PN00353,29,22.24,0.3444,4
2025-03-31,P200,PN00354,50,12.59,0.7778,10
2025-03-31,P200,PN00355,22,38.03,0.3333,4
2025-03-31,P200,PN00356,24,18.08,0.8333,11
2025-03-31,P200,PN00357,26,21.29,0.5222,7
2025-03-31,P200,PN00358,5,38.68,0.3889,5
2025-03-31,P200,PN00359,34,68.4,1.2444,17
2025-03-31,P200,PN00360,9,15.75,0.2556,3
2025-03-31,P200,PN00361,17,40.71,0.7444,10
2025-03-31,P200,PN00362,13,15.77,0.2556,3
2025-03-31,P200,PN00363,18,38.73,0.3778,5
2025-03-31,P200,PN00364,16,16.23,0.4667,6
2025-03-31,P200,PN00365,62,26.84,1.5889,22
2025-03-31,P200,PN00366,71,14.98,1.3556,18
2025-03-31,P200,PN00367,88,19.72,0.9667,13
2025-03-31,P200,PN00368,26,12.22,0.6,8
2025-03-31,P200,PN00369,75,34.21,1.0111,14
2025-03-31,P200,PN00370,23,26.68,0.6111,8
2025-03-31,P200,PN00371,31,32.87,0.5,7
2025-03-31,P200,PN00372,75,123.69,0.8444,11
2025-03-31,P200,PN00373,31,74.67,0.4111,5
2025-03-31,P200,PN00374,28,101.05,0.5667,7
2025-03-31,P200,PN00375,111,7.26,1.7667,24
2025-03-31,P200,PN00376,2,34.91,0.1222,1
2025-03-31,P200,PN00377,76,109.39,0.9111,12
2025-03-31,P200,PN00378,2,50.63,0.1889,2
2025-03-31,P200,PN00379,51,53.16,0.9889,13
2025-03-31,P200,PN00380,38,42.3,0.9222,12
2025-03-31,P200,PN00381,36,48.78,1.5222,21
2025-03-31,P200,PN00382,63,72.38,0.9444,13
2025-03-31,P200,PN00383,60,34.75,0.9556,13
2025-03-31,P200,PN00384,8,33.13,0.3333,4
2025-03-31,P200,PN00385,6,135.52,0.5222,7
2025-03-31,P200,PN00386,27,58.32,0.7889,11
2025-03-31,P200,PN00387,40,8.79,1.3778,19
2025-03-31,P200,PN00388,1,26.81,0.0333,0
2025-03-31,P200,PN00389,11,79.47,0.1556,2
2025-03-31,P200,PN00390,17,45.25,0.3,4
2025-03-31,P200,PN00391,18,20.18,0.3667,5
2025-03-31,P200,PN00392,6,14.62,0.2444,3
2025-03-31,P200,PN00393,19,62.09,0.3556,4
2025-03-31,P200,PN00394,28,119.18,0.3111,4
2025-03-31,P200,PN00395,14,112.36,0.2333,3
2025-03-31,P200,PN00396,51,34.8,1.6333,22
2025-03-31,P200,PN00397,7,12.56,0.2333,3
2025-03-31,P200,PN00398,67,46.57,1.4778,20
2025-03-31,P200,PN00400,65,49.6,2.3778,33
2025-03-31,P300,PN00001,27,31.65,0.4111,5
2025-03-31,P300,PN00002,38,34.78,0.5778,8
2025-03-31,P300,PN00004,3,44.18,0.1444,2
2025-03-31,P300,PN00005,46,6.39,0.7889,11
2025-03-31,P300,PN00006,13,64.56,0.1667,2
2025-03-31,P300,PN00007,70,50.22,1.1556,16
2025-03-31,P300,PN00008,66,154.45,0.6889,9
2025-03-31,P300,PN00009,12,32.37,0.3444,4
2025-03-31,P300,PN00010,0,79.81,0.0,0
2025-03-31,P300,PN00011,19,57.43,0.3,4
2025-03-31,P300,PN00012,89,42.05,1.0111,14
2025-03-31,P300,PN00013,92,127.52,2.5889,36
2025-03-31,P300,PN00014,116,14.79,1.5778,22
2025-03-31,P300,PN00015,30,32.69,0.9222,12
2025-03-31,P300,PN00016,38,132.38,0.9556,13
2025-03-31,P300,PN00017,45,35.22,0.8,11
2025-03-31,P300,PN00018,9,13.84,0.1444,2
2025-03-31,P300,PN00019,57,20.71,1.0111,14
2025-03-31,P300,PN00020,28,12.61,1.4667,20
2025-03-31,P300,PN00021,44,23.98,0.7222,10
2025-03-31,P300,PN00022,1,122.16,0.0444,0
2025-03-31,P300,PN00023,59,3.23,0.9111,12
2025-03-31,P300,PN00024,12,37.19,0.4222,5
2025-03-31,P300,PN00025,33,19.51,1.0111,14
2025-03-31,P300,PN00026,6,1.47,0.3,4
2025-03-31,P300,PN00027,99,221.09,1.0444,14
2025-03-31,P300,PN00028,91,24.87,0.7889,11
2025-03-31,P300,PN00029,26,63.47,0.8,11
2025-03-31,P300,PN00030,10,119.88,0.2444,3
2025-03-31,P300,PN00031,10,72.64,0.2889,4
2025-03-31,P300,PN00032,3,19.23,0.0778,1
2025-03-31,P300,PN00033,3,44.81,0.1333,1
2025-03-31,P300,PN00034,22,11.49,0.5667,7
2025-03-31,P300,PN00035,1,14.06,0.0222,0
2025-03-31,P300,PN00036,39,48.72,1.6889,23
2025-03-31,P300,PN00037,45,18.59,1.8667,26
2025-03-31,P300,PN00038,19,25.51,0.7778,10
2025-03-31,P300,PN00039,21,60.09,0.6,8
2025-03-31,P300,PN00040,6,30.85,0.3111,4
2025-03-31,P300,PN00041,18,21.29,0.4556,6
2025-03-31,P300,PN00042,67,14.24,0.8111,11
2025-03-31,P300,PN00043,181,89.64,1.8889,26
2025-03-31,P300,PN00044,17,14.42,0.2111,2
2025-03-31,P300,PN00045,5,19.52,0.0889,1
2025-03-31,P300,PN00046,7,9.63,0.0778,1
2025-03-31,P300,PN00047,25,226.72,0.4,5
2025-03-31,P300,PN00048,82,13.59,2.1444,30
2025-03-31,P300,PN00049,16,17.98,0.1556,2
2025-03-31,P300,PN00050,4,60.0,0.1778,2
2025-03-31,P300,PN00051,64,10.84,1.1889,16
2025-03-31,P300,PN00052,12,8.61,0.2667,3
2025-03-31,P300,PN00053,11,92.54,0.1333,1
2025-03-31,P300,PN00054,11,11.79,0.3889,5
2025-03-31,P300,PN00055,49,4.87,0.9667,13
2025-03-31,P300,PN00056,15,29.02,0.7111,9
2025-03-31,P300,PN00057,16,288.9,0.3667,5
2025-03-31,P300,PN00058,35,18.58,0.6667,9
2025-03-31,P300,PN00059,21,13.16,0.2444,3
2025-03-31,P300,PN00060,42,67.36,0.5556,7
2025-03-31,P300,PN00062,47,7.66,0.8111,11
2025-03-31,P300,PN00063,28,103.21,0.4778,6
2025-03-31,P300,PN00065,16,24.23,0.3222,4
2025-03-31,P300,PN00066,103,19.02,1.4778,20
2025-03-31,P300,PN00068,12,144.4,0.2667,3
2025-03-31,P300,PN00069,73,26.96,1.1667,16
2025-03-31,P300,PN00070,13,57.12,0.1889,2
2025-03-31,P300,PN00071,9,44.59,0.3222,4
2025-03-31,P300,PN00072,9,49.26,0.7333,10
2025-03-31,P300,PN00073,39,102.37,0.9111,12
2025-03-31,P300,PN00074,46,50.56,1.5889,22
2025-03-31,P300,PN00075,10,18.59,0.4667,6
2025-03-31,P300,PN00076,11,4.45,0.3889,5
2025-03-31,P300,PN00077,57,24.67,1.2,16
2025-03-31,P300,PN00078,26,52.22,0.6778,9
2025-03-31,P300,PN00079,75,21.07,1.5,21
2025-03-31,P300,PN00080,32,33.11,0.4,5
2025-03-31,P300,PN00081,47,6.39,1.0667,14
2025-03-31,P300,PN00082,113,5.56,2.6333,36
2025-03-31,P300,PN00083,0,242.6,0.0222,0
2025-03-31,P300,PN00084,72,159.31,0.8778,12
2025-03-31,P300,PN00085,41,60.62,0.6667,9
2025-03-31,P300,PN00086,44,76.57,1.2667,17
2025-03-31,P300,PN00087,28,115.8,0.4556,6
2025-03-31,P300,PN00088,35,173.71,0.6667,9
2025-03-31,P300,PN00089,30,75.66,0.7889,11
2025-03-31,P300,PN00090,28,45.03,1.1111,15
2025-03-31,P300,PN00092,20,24.95,0.5111,7
2025-03-31,P300,PN00093,59,6.94,1.4444,20
2025-03-31,P300,PN00094,1,66.45,0.0333,0
2025-03-31,P300,PN00095,2,12.98,0.0444,0
2025-03-31,P300,PN00096,16,78.62,0.3333,4
2025-03-31,P300,PN00097,9,369.46,0.1778,2
2025-03-31,P300,PN00098,18,87.58,0.4556,6
2025-03-31,P300,PN00099,65,23.14,1.1111,15
2025-03-31,P300,PN00100,21,22.14,0.4667,6
2025-03-31,P300,PN00101,26,54.19,0.4111,5
2025-03-31,P300,PN00102,39,4.55,0.8444,11
2025-03-31,P300,PN00103,4,70.96,0.2,2
2025-03-31,P300,PN00104,10,13.54,0.2444,3
2025-03-31,P300,PN00105,24,48.9,1.2444,17
2025-03-31,P300,PN00106,13,132.8,0.3,4
2025-03-31,P300,PN00107,3,75.06,0.0444,0
2025-03-31,P300,PN00108,1,13.97,0.0444,0
2025-03-31,P300,PN00109,86,17.53,0.9667,13
2025-03-31,P300,PN00110,9,51.96,0.1444,2
2025-03-31,P300,PN00111,10,111.4,0.3111,4
2025-03-31,P300,PN00112,73,10.29,0.9778,13
2025-03-31,P300,PN00113,8,49.11,0.2556,3
2025-03-31,P300,PN00114,12,49.85,1.0333,14
2025-03-31,P300,PN00115,26,150.1,0.6444,9
2025-03-31,P300,PN00116,2,32.26,0.0778,1
2025-03-31,P300,PN00117,26,33.69,0.5556,7
2025-03-31,P300,PN00118,14,18.16,0.3444,4
2025-03-31,P300,PN00119,72,80.43,1.4778,20
2025-03-31,P300,PN00120,10,30.22,0.3,4
2025-03-31,P300,PN00121,4,51.86,0.0778,1
2025-03-31,P300,PN00122,88,70.14,0.9667,13
2025-03-31,P300,PN00123,8,27.8,0.2667,3
2025-03-31,P300,PN00124,52,11.95,0.9556,13
2025-03-31,P300,PN00125,8,27.3,0.2444,3
2025-03-31,P300,PN00126,13,47.56,0.1778,2
2025-03-31,P300,PN00127,24,10.51,0.3,4
2025-03-31,P300,PN00128,6,53.02,0.0778,1
2025-03-31,P300,PN00129,112,10.0,1.2111,16
2025-03-31,P300,PN00130,8,15.5,0.3889,5
2025-03-31,P300,PN00131,16,21.69,0.4667,6
2025-03-31,P300,PN00132,46,20.52,0.5333,7
2025-03-31,P300,PN00133,221,22.1,2.7556,38
2025-03-31,P300,PN00134,49,94.04,1.3111,18
2025-03-31,P300,PN00135,40,58.83,1.3556,18
2025-03-31,P300,PN00136,55,29.68,0.6444,9
2025-03-31,P300,PN00137,2,31.79,0.0667,0
2025-03-31,P300,PN00138,45,5.61,0.7778,10
2025-03-31,P300,PN00139,82,63.0,0.7333,10
2025-03-31,P300,PN00140,10,39.61,0.1667,2
2025-03-31,P300,PN00141,33,105.41,0.6222,8
2025-03-31,P300,PN00142,64,55.83,1.4333,20
2025-03-31,P300,PN00143,28,18.15,0.6333,8
2025-03-31,P300,PN00144,36,99.71,0.6667,9
2025-03-31,P300,PN00145,25,5.36,0.6222,8
2025-03-31,P300,PN00146,17,30.83,0.4778,6
2025-03-31,P300,PN00147,21,73.72,0.4444,6
2025-03-31,P300,PN00148,16,79.48,0.3111,4
2025-03-31,P300,PN00149,53,39.68,0.7333,10
2025-03-31,P300,PN00150,43,8.29,0.7444,10
2025-03-31,P300,PN00151,27,39.31,0.6222,8
2025-03-31,P300,PN00152,9,164.26,0.2,2
2025-03-31,P300,PN00153,147,121.9,2.1778,30
