shipment_id,po_line_id,carrier_id,ship_date,delivery_date,qty_shipped,qty_received,qty_rejected,freight_cost,duty_cost,insurance_cost,handling_cost,status
SH8007158,POL0006213,C05,2026-01-21,2026-02-03,37,37,0,156.96,6.4,23.62,24.26,RECEIVED
SH8007159,POL0006214,C03,2025-12-26,2026-01-23,100,100,0,125.14,87.92,6.4,57.12,RECEIVED
SH8007160,POL0006215,C06,2025-10-16,2025-10-30,500,500,0,327.59,275.21,21.14,109.68,RECEIVED
SH8007161,POL0006216,C04,2025-06-03,2025-06-08,124,123,1,116.9,0.0,18.18,119.58,RECEIVED
SH8007162,POL0006217,C01,2026-04-17,2026-04-27,501,501,0,3448.32,8277.57,290.76,28.89,RECEIVED
SH8007163,POL0006218,C05,2025-02-17,2025-02-28,43,40,3,45.53,27.17,2.31,28.89,RECEIVED
SH8007164,POL0006219,C02,2026-05-01,2026-05-13,354,354,0,439.46,61.92,10.49,110.16,RECEIVED
SH8007165,POL0006220,C02,2025-04-25,2025-04-29,68,68,0,155.31,72.69,6.8,96.41,RECEIVED
SH8007166,POL0006221,C04,2025-11-06,2025-11-08,112,110,2,487.1,465.9,38.72,50.5,RECEIVED
SH8007167,POL0006222,C04,2026-01-24,2026-01-28,500,500,0,1035.79,1621.8,141.38,64.44,RECEIVED
SH8007168,POL0006223,C06,2025-08-01,2025-08-25,50,48,2,172.44,152.56,5.26,65.47,RECEIVED
SH8007169,POL0006224,C07,2025-05-10,2025-05-13,29,29,0,21.23,0.0,2.53,97.14,RECEIVED
SH8007170,POL0006224,C02,2025-05-09,2025-05-12,22,22,0,83.73,0.0,1.92,43.3,RECEIVED
SH8007171,POL0006225,C04,2025-07-04,2025-07-22,100,100,0,80.66,77.98,4.72,117.26,RECEIVED
SH8007172,POL0006226,C01,2025-09-29,2025-10-12,68,68,0,320.59,410.32,20.76,57.68,RECEIVED
SH8007173,POL0006226,C02,2025-09-22,2025-10-06,82,82,0,735.54,118.89,25.03,16.8,RECEIVED
SH8007174,POL0006227,C03,2025-10-09,2025-11-12,190,188,2,853.17,1242.6,44.87,98.25,RECEIVED
SH8007175,POL0006228,C05,2025-09-07,2025-09-27,100,100,0,33.55,2.03,4.1,82.61,RECEIVED
SH8007176,POL0006229,C06,2026-03-22,2026-03-30,100,100,0,141.9,134.6,5.03,32.04,RECEIVED
SH8007177,POL0006230,C06,2026-02-13,2026-03-07,317,316,1,747.66,509.2,40.28,102.44,RECEIVED
SH8007178,POL0006231,C04,2025-11-19,2025-11-27,500,500,0,2412.33,3662.81,128.36,82.02,RECEIVED
SH8007179,POL0006232,C06,2026-03-28,2026-04-04,289,289,0,6771.35,0.0,149.33,60.16,RECEIVED
SH8007180,POL0006232,C02,2026-03-31,2026-04-10,211,211,0,4208.24,0.0,109.03,115.73,RECEIVED
SH8007181,POL0006233,C01,2025-08-04,2025-08-15,45,45,0,25.76,2.89,4.46,32.86,RECEIVED
SH8007182,POL0006233,C03,2025-07-31,2025-08-17,55,55,0,92.84,74.35,5.45,17.23,RECEIVED
SH8007183,POL0006234,C07,2025-04-04,2025-04-06,500,500,0,6194.15,0.0,337.42,20.85,RECEIVED
SH8007184,POL0006235,C07,2026-04-05,2026-04-27,500,500,0,725.74,296.17,38.0,76.49,RECEIVED
SH8007185,POL0006236,C06,2025-07-07,2025-07-20,448,448,0,2561.41,1539.57,70.87,68.4,RECEIVED
SH8007186,POL0006237,C07,2025-06-13,2025-06-27,100,100,0,318.85,40.59,24.72,63.63,RECEIVED
SH8007187,POL0006238,C04,2025-04-06,2025-04-12,500,500,0,314.16,1373.97,50.04,25.82,RECEIVED
SH8007188,POL0006239,C03,2026-03-06,2026-03-14,47,47,0,37.11,5.69,3.31,23.56,RECEIVED
SH8007189,POL0006240,C03,2026-04-25,2026-05-25,208,208,0,1562.89,1944.21,102.41,60.16,RECEIVED
SH8007190,POL0006241,C02,2025-05-28,2025-05-30,500,500,0,39800.16,7472.06,854.3,33.68,RECEIVED
SH8007191,POL0006242,C03,2026-03-16,2026-04-01,51,51,0,40.44,27.56,3.05,43.64,RECEIVED
SH8007192,POL0006243,C05,2025-05-24,2025-05-30,115,115,0,474.71,0.0,32.27,41.82,RECEIVED
SH8007193,POL0006244,C02,2025-04-17,2025-05-08,500,500,0,1057.01,1111.68,61.44,75.14,RECEIVED
SH8007194,POL0006245,C05,2025-05-14,2025-05-25,116,116,0,52.05,35.39,3.78,16.03,RECEIVED
SH8007195,POL0006246,C01,2026-03-19,2026-03-21,405,405,0,131.13,270.68,11.21,22.79,RECEIVED
SH8007196,POL0006247,C02,2025-05-31,2025-06-17,81,81,0,1133.77,345.38,35.72,59.21,RECEIVED
SH8007197,POL0006247,C04,2025-06-01,2025-06-15,104,104,0,398.27,1265.34,45.87,17.28,RECEIVED
SH8007198,POL0006248,C01,2026-04-22,2026-05-05,56,56,0,67.17,247.09,10.57,86.7,RECEIVED
SH8007199,POL0006249,C06,2025-03-29,2025-04-13,85,85,0,107.9,14.46,7.05,37.26,RECEIVED
SH8007200,POL0006250,C01,2025-05-11,2025-05-26,500,500,0,411.06,80.81,25.98,107.93,RECEIVED
SH8007201,POL0006251,C07,2025-02-19,2025-03-16,107,107,0,520.12,528.74,58.26,70.9,RECEIVED
SH8007202,POL0006252,C05,2026-04-24,2026-05-06,100,100,0,109.56,11.33,7.78,31.12,RECEIVED
SH8007203,POL0006253,C03,2025-11-07,2025-11-27,47,47,0,51.42,44.09,5.53,67.88,RECEIVED
SH8007204,POL0006254,C02,2025-10-07,2025-10-27,500,500,0,768.46,565.81,42.82,108.03,RECEIVED
SH8007205,POL0006255,C01,2025-07-25,2025-07-28,500,500,0,604.04,1485.76,53.36,75.85,RECEIVED
SH8007206,POL0006256,C03,2025-10-05,2025-10-29,50,49,1,79.23,149.36,7.07,70.78,RECEIVED
SH8007207,POL0006257,C02,2025-01-17,2025-01-20,107,102,5,549.76,0.0,11.59,68.79,RECEIVED
SH8007208,POL0006258,C06,2025-03-01,2025-03-19,229,221,8,2173.38,45.05,65.67,117.41,RECEIVED
SH8007209,POL0006259,C01,2025-10-20,2025-11-17,221,221,0,949.65,1716.94,118.04,24.47,RECEIVED
SH8007210,POL0006260,C04,2026-02-08,2026-03-14,36,36,0,17.18,71.26,2.83,35.78,RECEIVED
SH8007211,POL0006260,C01,2026-02-27,2026-03-13,22,22,0,13.12,9.25,1.73,33.77,RECEIVED
SH8007212,POL0006261,C05,2025-06-17,2025-07-03,100,100,0,131.77,182.74,9.19,36.22,RECEIVED
SH8007213,POL0006262,C03,2026-03-30,2026-04-11,196,196,0,184.67,459.64,16.97,81.52,RECEIVED
SH8007214,POL0006263,C07,2025-07-13,2025-07-16,500,500,0,2364.61,0.0,248.72,46.38,RECEIVED
SH8007215,POL0006264,C06,2026-01-10,2026-01-30,500,500,0,5583.98,3440.85,186.7,46.83,RECEIVED
SH8007216,POL0006265,C06,2026-01-19,2026-01-29,50,50,0,55.31,15.9,1.86,15.68,RECEIVED
SH8007217,POL0006266,C03,2026-01-23,2026-02-09,168,168,0,97.84,21.22,5.65,96.18,RECEIVED
SH8007218,POL0006267,C06,2026-02-16,2026-03-20,268,268,0,1599.66,1528.52,103.68,60.89,RECEIVED
SH8007219,POL0006268,C02,2026-02-26,2026-03-30,500,500,0,361.59,222.49,10.38,46.48,RECEIVED
SH8007220,POL0006269,C03,2026-04-24,2026-05-10,319,318,1,230.84,206.29,23.82,78.52,RECEIVED
SH8007221,POL0006270,C05,2025-02-20,2025-02-27,500,500,0,189.06,0.0,19.2,55.28,RECEIVED
SH8007222,POL0006271,C01,2026-04-02,2026-04-17,147,147,0,34.29,183.5,6.57,18.68,RECEIVED
SH8007223,POL0006272,C03,2025-04-14,2025-04-27,361,361,0,215.81,533.77,18.6,95.68,RECEIVED
SH8007224,POL0006273,C01,2025-12-27,2026-01-12,234,234,0,381.55,124.79,23.53,111.15,RECEIVED
SH8007225,POL0006274,C06,2025-11-16,2025-11-18,500,500,0,23446.88,1691.26,486.8,21.64,RECEIVED
SH8007226,POL0006275,C06,2025-04-08,2025-04-14,19,19,0,43.79,20.57,0.91,101.83,RECEIVED
SH8007227,POL0006275,C06,2025-04-02,2025-04-14,13,13,0,30.69,6.59,0.62,76.97,RECEIVED
SH8007228,POL0006276,C04,2025-09-18,2025-10-12,50,49,1,11.28,14.28,1.69,48.8,RECEIVED
SH8007229,POL0006277,C06,2025-09-27,2025-11-02,500,500,0,400.4,203.89,10.02,78.62,RECEIVED
SH8007230,POL0006278,C07,2025-11-12,2025-11-14,500,500,0,723.66,0.0,65.7,49.9,RECEIVED
SH8007231,POL0006279,C06,2025-02-08,2025-02-21,86,86,0,433.83,431.73,19.23,34.38,RECEIVED
SH8007232,POL0006280,C04,2025-10-15,2025-11-07,31,31,0,203.27,73.21,13.28,85.91,RECEIVED
SH8007233,POL0006280,C07,2025-10-23,2025-11-07,29,29,0,165.51,152.8,12.42,33.26,RECEIVED
SH8007234,POL0006281,C02,2025-02-02,2025-02-18,65,65,0,284.9,94.75,13.87,48.4,RECEIVED
SH8007235,POL0006281,C03,2025-01-29,2025-02-17,35,35,0,127.33,161.23,7.47,44.33,RECEIVED
SH8007236,POL0006282,C01,2025-07-10,2025-07-23,73,73,0,38.67,98.93,3.39,84.47,RECEIVED
SH8007237,POL0006283,C01,2026-02-23,2026-03-04,77,77,0,88.85,89.36,9.56,22.19,RECEIVED
SH8007238,POL0006284,C05,2026-02-22,2026-03-19,131,131,0,1195.56,1623.81,63.23,66.78,RECEIVED
SH8007239,POL0006284,C03,2026-01-30,2026-03-05,95,93,2,623.42,1299.54,44.89,113.09,RECEIVED
SH8007240,POL0006285,C07,2025-01-19,2025-01-26,798,798,0,7547.97,0.0,385.31,35.68,RECEIVED
SH8007241,POL0006286,C07,2025-10-17,2025-10-31,67,67,0,142.52,206.15,9.54,89.48,RECEIVED
SH8007242,POL0006286,C03,2025-10-27,2025-11-09,65,65,0,79.37,104.21,9.26,64.66,RECEIVED
SH8007243,POL0006287,C07,2025-04-11,2025-04-25,311,311,0,856.32,306.53,46.36,45.14,RECEIVED
SH8007244,POL0006288,C05,2025-05-31,2025-06-05,21,21,0,6.29,7.68,0.52,38.28,RECEIVED
SH8007245,POL0006289,C03,2025-08-18,2025-08-29,26,26,0,43.11,109.2,4.31,90.53,RECEIVED
SH8007246,POL0006290,C05,2025-01-20,2025-02-03,43,42,1,25.51,16.51,1.35,71.84,RECEIVED
SH8007247,POL0006290,C06,2025-01-28,2025-02-04,57,57,0,41.54,37.94,1.83,59.18,RECEIVED
SH8007248,POL0006291,C01,2025-07-26,2025-07-30,66,66,0,133.72,115.52,7.24,30.82,RECEIVED
SH8007249,POL0006292,C01,2025-07-29,2025-08-12,79,79,0,48.85,181.37,8.82,113.36,RECEIVED
SH8007250,POL0006293,C03,2025-03-22,2025-03-29,100,99,1,94.04,213.38,8.93,93.86,RECEIVED
SH8007251,POL0006294,C03,2025-07-04,2025-07-31,100,98,2,91.58,63.19,6.37,19.1,RECEIVED
SH8007252,POL0006295,C03,2025-05-12,2025-05-25,9,9,0,3.26,4.52,0.17,51.74,RECEIVED
SH8007253,POL0006295,C05,2025-04-30,2025-05-30,12,12,0,3.9,3.84,0.23,53.0,RECEIVED
SH8007254,POL0006296,C07,2025-06-30,2025-07-23,115,115,0,129.35,41.29,6.68,65.0,RECEIVED
SH8007255,POL0006296,C03,2025-07-09,2025-07-23,53,53,0,56.07,13.56,3.08,16.0,RECEIVED
SH8007256,POL0006297,C06,2025-02-26,2025-03-26,179,179,0,682.22,1048.35,43.25,16.68,RECEIVED
SH8007257,POL0006298,C05,2025-12-08,2025-12-13,39,39,0,11.13,0.0,1.56,44.27,RECEIVED
SH8007258,POL0006299,C03,2025-12-08,2026-01-02,247,247,0,56.09,118.9,7.0,60.05,RECEIVED
SH8007259,POL0006300,C02,2025-01-28,2025-01-30,500,500,0,3735.37,1619.91,75.28,42.86,RECEIVED
SH8007260,POL0006301,C01,2025-11-25,2025-11-27,142,142,0,388.01,0.0,30.05,115.79,RECEIVED
SH8007261,POL0006302,C05,2025-06-28,2025-07-05,100,99,1,235.46,567.1,19.09,118.02,RECEIVED
SH8007262,POL0006303,C03,2026-04-09,2026-04-22,100,100,0,278.34,372.63,19.74,39.51,RECEIVED
SH8007263,POL0006304,C07,2025-04-07,2025-04-09,100,100,0,103.65,0.0,7.0,119.17,RECEIVED
SH8007264,POL0006305,C02,2025-05-21,2025-05-27,61,61,0,113.86,87.19,3.07,53.79,RECEIVED
SH8007265,POL0006305,C04,2025-05-18,2025-05-24,39,39,0,37.7,16.11,1.96,35.05,RECEIVED
SH8007266,POL0006306,C03,2025-06-12,2025-06-30,199,199,0,52.86,15.02,3.71,111.79,RECEIVED
SH8007267,POL0006307,C05,2026-01-19,2026-02-07,43,43,0,324.29,16.89,16.76,48.93,RECEIVED
SH8007268,POL0006308,C05,2025-10-16,2025-10-21,100,100,0,50.97,50.27,5.26,99.73,RECEIVED
SH8007269,POL0006309,C02,2025-11-05,2025-11-21,87,87,0,789.99,90.75,21.84,42.74,RECEIVED
SH8007270,POL0006310,C05,2025-09-27,2025-10-16,500,488,12,417.69,443.9,27.72,53.38,RECEIVED
SH8007271,POL0006311,C03,2025-10-14,2025-10-16,500,500,0,1199.43,0.0,122.08,99.44,RECEIVED
SH8007272,POL0006312,C05,2025-06-17,2025-07-03,35,35,0,251.94,338.35,15.93,36.66,RECEIVED
SH8007273,POL0006313,C04,2025-07-05,2025-07-11,53,53,0,10.75,23.52,1.3,108.21,RECEIVED
SH8007274,POL0006314,C06,2025-11-05,2025-11-15,50,50,0,156.12,241.72,9.24,17.81,RECEIVED
SH8007275,POL0006315,C07,2026-01-02,2026-01-13,348,348,0,969.56,466.13,76.75,42.24,RECEIVED
SH8007276,POL0006315,C07,2026-01-05,2026-01-12,152,152,0,502.13,41.69,33.53,93.53,RECEIVED
SH8007277,POL0006316,C07,2026-04-09,2026-04-30,51,51,0,73.14,99.29,4.13,86.54,RECEIVED
SH8007278,POL0006316,C06,2026-04-20,2026-05-05,49,49,0,110.52,113.11,3.97,71.71,RECEIVED
SH8007279,POL0006317,C01,2025-03-15,2025-04-06,5,5,0,19.27,11.94,2.0,116.77,RECEIVED
SH8007280,POL0006317,C04,2025-03-11,2025-04-06,7,7,0,36.8,23.93,2.8,59.91,RECEIVED
SH8007281,POL0006318,C06,2026-03-11,2026-03-17,317,317,0,852.49,104.83,29.9,98.25,RECEIVED
SH8007282,POL0006319,C03,2025-12-17,2025-12-26,35,35,0,60.03,171.87,6.47,60.66,RECEIVED
SH8007283,POL0006319,C04,2025-12-09,2025-12-24,19,19,0,65.44,89.29,3.51,64.48,RECEIVED
SH8007284,POL0006320,C02,2025-03-26,2025-04-03,199,199,0,670.06,50.77,20.75,67.03,RECEIVED
SH8007285,POL0006321,C07,2025-06-11,2025-06-13,273,273,0,4263.18,3066.23,266.5,36.53,RECEIVED
SH8007286,POL0006322,C01,2025-02-25,2025-03-18,147,147,0,364.0,584.3,55.85,46.52,RECEIVED
SH8007287,POL0006323,C05,2025-12-19,2026-01-03,100,100,0,398.84,666.85,27.03,61.02,RECEIVED
SH8007288,POL0006324,C03,2025-05-08,2025-05-11,100,100,0,263.65,188.83,13.34,28.46,RECEIVED
SH8007289,POL0006325,C05,2025-10-01,2025-10-12,108,108,0,458.54,825.71,32.05,117.19,RECEIVED
SH8007290,POL0006325,C07,2025-09-17,2025-10-12,66,66,0,180.45,180.63,19.58,21.65,RECEIVED
SH8007291,POL0006326,C04,2026-01-02,2026-01-10,55,55,0,69.96,79.63,4.29,99.94,RECEIVED
SH8007292,POL0006327,C02,2026-01-03,2026-01-14,167,167,0,531.22,141.15,11.83,88.26,RECEIVED
SH8007293,POL0006328,C02,2025-04-08,2025-04-12,100,100,0,3347.37,0.0,73.44,60.2,RECEIVED
SH8007294,POL0006329,C01,2025-12-09,2025-12-20,92,92,0,201.47,1.77,13.85,63.25,RECEIVED
SH8007295,POL0006330,C06,2025-04-05,2025-05-10,12,12,0,71.67,60.58,2.11,20.89,RECEIVED
SH8007296,POL0006330,C04,2025-04-21,2025-05-10,16,16,0,36.65,1.03,2.81,32.96,RECEIVED
SH8007297,POL0006331,C07,2025-03-16,2025-04-03,50,50,0,109.31,82.86,6.31,69.81,RECEIVED
SH8007298,POL0006332,C07,2026-05-21,2026-06-13,160,160,0,47.37,25.49,7.56,81.17,RECEIVED
SH8007299,POL0006333,C03,2025-07-01,2025-07-28,35,35,0,26.46,28.23,2.35,26.62,RECEIVED
SH8007300,POL0006334,C01,2025-11-14,2025-11-30,212,212,0,85.2,125.11,9.74,20.99,RECEIVED
SH8007301,POL0006335,C05,2025-04-11,2025-04-15,500,487,13,3551.56,0.0,220.47,54.68,RECEIVED
SH8007302,POL0006336,C02,2025-09-04,2025-09-19,59,59,0,164.91,9.81,3.38,45.51,RECEIVED
SH8007303,POL0006336,C01,2025-09-03,2025-09-19,73,73,0,41.54,44.73,4.18,65.26,RECEIVED
SH8007304,POL0006337,C04,2025-03-18,2025-03-25,42,42,0,26.31,14.45,3.19,53.58,RECEIVED
SH8007305,POL0006338,C01,2025-09-16,2025-10-06,50,50,0,214.21,318.76,10.78,114.09,RECEIVED
SH8007306,POL0006339,C06,2026-02-08,2026-02-25,500,500,0,1776.69,1253.43,76.06,41.19,RECEIVED
SH8007307,POL0006340,C07,2026-02-07,2026-03-07,500,495,5,4388.29,4884.02,242.59,19.62,RECEIVED
SH8007308,POL0006341,C04,2025-09-20,2025-10-16,142,142,0,425.08,3.27,28.46,23.05,RECEIVED
SH8007309,POL0006342,C07,2025-10-09,2025-10-12,100,100,0,253.0,83.34,14.19,47.74,RECEIVED
SH8007310,POL0006343,C07,2025-05-19,2025-06-01,136,136,0,760.35,570.58,40.32,63.13,RECEIVED
SH8007311,POL0006344,C03,2026-02-12,2026-02-20,500,500,0,1147.27,3325.87,111.98,68.36,RECEIVED
SH8007312,POL0006345,C03,2025-11-13,2025-12-03,72,72,0,523.92,906.98,38.31,90.59,RECEIVED
SH8007313,POL0006346,C02,2026-01-12,2026-01-15,62,60,2,194.52,0.0,5.62,118.17,RECEIVED
SH8007314,POL0006347,C05,2025-05-30,2025-06-08,180,178,2,144.97,196.88,18.94,67.61,RECEIVED
SH8007315,POL0006348,C01,2025-09-19,2025-10-13,500,500,0,2425.99,2551.53,159.74,105.39,RECEIVED
SH8007316,POL0006349,C02,2025-08-04,2025-08-30,158,158,0,1107.17,242.12,78.68,24.33,RECEIVED
SH8007317,POL0006350,C03,2025-08-08,2025-08-22,111,111,0,57.2,124.24,9.04,77.37,RECEIVED
SH8007318,POL0006351,C05,2025-12-20,2025-12-28,61,61,0,106.78,0.0,5.77,31.51,RECEIVED
SH8007319,POL0006351,C02,2025-12-17,2025-12-20,39,38,1,146.02,0.0,3.59,81.88,RECEIVED
SH8007320,POL0006352,C02,2025-07-08,2025-08-08,80,75,5,216.52,123.88,5.25,111.39,RECEIVED
SH8007321,POL0006352,C06,2025-07-10,2025-07-31,67,67,0,145.26,50.98,4.69,78.52,RECEIVED
SH8007322,POL0006353,C07,2026-03-21,2026-04-15,74,74,0,16.97,51.65,1.83,16.56,RECEIVED
SH8007323,POL0006354,C04,2026-03-10,2026-04-02,50,50,0,97.95,122.25,7.71,39.82,RECEIVED
SH8007324,POL0006355,C03,2026-02-26,2026-03-15,125,125,0,153.66,218.1,8.33,73.25,RECEIVED
SH8007325,POL0006356,C06,2025-05-03,2025-05-30,100,100,0,772.27,273.01,24.7,64.08,RECEIVED
SH8007326,POL0006357,C01,2025-04-05,2025-04-19,60,59,1,93.03,52.57,8.63,20.5,RECEIVED
SH8007327,POL0006357,C01,2025-04-13,2025-04-20,64,64,0,146.77,244.84,9.36,86.87,RECEIVED
SH8007328,POL0006358,C06,2026-01-15,2026-02-03,62,62,0,496.88,8.96,12.29,25.14,RECEIVED
SH8007329,POL0006358,C02,2026-01-08,2026-01-21,34,34,0,335.76,13.0,6.74,96.5,RECEIVED
SH8007330,POL0006359,C03,2025-07-14,2025-07-25,91,88,3,159.18,147.57,9.99,47.9,RECEIVED
SH8007331,POL0006360,C02,2026-03-03,2026-04-02,50,50,0,212.33,230.47,10.41,88.21,RECEIVED
SH8007332,POL0006361,C07,2026-02-21,2026-03-08,500,500,0,1580.7,1640.49,111.64,92.64,RECEIVED
SH8007333,POL0006362,C02,2025-07-02,2025-07-22,50,50,0,623.62,134.68,12.55,72.31,RECEIVED
SH8007334,POL0006363,C02,2025-11-09,2025-11-23,73,73,0,390.59,240.44,12.64,21.46,RECEIVED
SH8007335,POL0006364,C05,2026-03-21,2026-03-23,500,481,19,7733.72,11129.29,817.32,63.09,RECEIVED
SH8007336,POL0006365,C07,2025-10-10,2025-11-08,138,137,1,388.15,642.96,25.76,25.06,RECEIVED
SH8007337,POL0006365,C06,2025-10-23,2025-11-16,67,67,0,584.25,157.21,12.6,65.25,RECEIVED
SH8007338,POL0006366,C04,2025-12-21,2025-12-31,240,240,0,991.43,1815.74,67.58,59.04,RECEIVED
SH8007339,POL0006367,C02,2026-03-30,2026-04-11,341,327,14,4446.92,833.35,147.97,25.99,RECEIVED
SH8007340,POL0006368,C03,2025-10-17,2025-10-22,152,152,0,373.03,746.72,36.97,20.4,RECEIVED
SH8007341,POL0006369,C06,2025-12-14,2026-01-04,102,102,0,182.13,339.25,11.33,64.32,RECEIVED
SH8007342,POL0006369,C01,2025-12-15,2026-01-06,58,58,0,58.69,165.75,6.44,76.7,RECEIVED
SH8007343,POL0006370,C05,2026-05-05,2026-06-05,100,100,0,41.77,73.0,3.48,19.64,RECEIVED
SH8007344,POL0006371,C04,2025-09-07,2025-09-17,116,116,0,129.5,283.26,11.21,86.36,RECEIVED
SH8007345,POL0006372,C02,2025-08-20,2025-08-29,500,500,0,4937.11,3478.52,169.0,16.01,RECEIVED
SH8007346,POL0006373,C01,2025-08-25,2025-08-29,126,126,0,443.47,1045.63,61.82,113.14,RECEIVED
SH8007347,POL0006374,C05,2026-01-15,2026-01-25,233,233,0,208.23,735.39,34.57,45.2,RECEIVED
SH8007348,POL0006375,C05,2025-06-26,2025-07-20,500,498,2,101.64,108.46,14.78,33.87,RECEIVED
SH8007349,POL0006376,C02,2026-02-12,2026-02-21,19,19,0,88.16,68.63,2.59,53.99,RECEIVED
SH8007350,POL0006376,C01,2026-01-12,2026-01-23,12,12,0,18.34,25.26,1.64,67.49,RECEIVED
SH8007351,POL0006377,C05,2026-01-08,2026-01-13,264,264,0,800.18,1204.85,44.7,75.51,RECEIVED
SH8007352,POL0006378,C01,2026-03-29,2026-04-22,262,262,0,83.24,221.93,9.46,113.42,RECEIVED
SH8007353,POL0006379,C03,2026-01-22,2026-01-30,145,145,0,26.19,16.2,4.49,102.28,RECEIVED
SH8007354,POL0006380,C07,2026-01-02,2026-01-04,500,489,11,482.37,160.43,29.16,111.8,RECEIVED
SH8007355,POL0006381,C02,2026-04-12,2026-04-28,49,49,0,49.55,1.82,1.47,33.57,RECEIVED
SH8007356,POL0006382,C07,2025-01-30,2025-02-03,100,100,0,418.14,840.75,64.18,80.48,RECEIVED
SH8007357,POL0006383,C05,2025-07-09,2025-07-20,50,50,0,70.3,318.28,12.5,76.14,RECEIVED
SH8007358,POL0006384,C06,2025-09-06,2025-09-15,102,100,2,226.72,6.33,4.75,34.82,RECEIVED
SH8007359,POL0006385,C01,2026-01-17,2026-02-09,100,100,0,11.78,6.25,1.27,71.86,RECEIVED
SH8007360,POL0006386,C03,2025-09-24,2025-09-26,500,500,0,396.58,1076.88,63.08,57.55,RECEIVED
SH8007361,POL0006387,C04,2025-08-14,2025-08-29,62,62,0,136.57,30.76,21.41,63.86,RECEIVED
SH8007362,POL0006388,C03,2026-04-02,2026-04-10,48,48,0,41.18,52.91,2.68,46.35,RECEIVED
SH8007363,POL0006389,C06,2025-05-09,2025-05-20,337,337,0,859.39,250.22,20.25,71.5,RECEIVED
SH8007364,POL0006389,C06,2025-05-17,2025-05-25,163,161,2,273.86,263.49,9.67,24.14,RECEIVED
SH8007365,POL0006390,C03,2026-01-05,2026-01-14,100,95,5,54.11,110.96,6.19,26.44,RECEIVED
SH8007366,POL0006391,C06,2025-09-03,2025-09-16,287,281,6,3044.83,3864.09,138.8,29.19,RECEIVED
SH8007367,POL0006392,C02,2025-11-08,2025-11-29,500,499,1,955.97,1046.27,43.33,62.74,RECEIVED
SH8007368,POL0006393,C07,2025-11-16,2025-11-20,236,236,0,251.43,98.2,14.2,90.74,RECEIVED
SH8007369,POL0006394,C06,2025-08-02,2025-08-14,113,113,0,393.84,76.59,13.98,112.32,RECEIVED
SH8007370,POL0006395,C05,2026-04-17,2026-05-03,500,499,1,1361.28,2918.62,106.31,38.65,RECEIVED
SH8007371,POL0006396,C03,2025-06-28,2025-07-04,84,84,0,509.22,226.45,46.52,28.27,RECEIVED
SH8007372,POL0006397,C04,2025-07-11,2025-07-18,9,9,0,1.32,2.69,0.2,110.97,RECEIVED
SH8007373,POL0006397,C04,2025-07-13,2025-07-18,8,8,0,2.68,0.15,0.18,40.27,RECEIVED
SH8007374,POL0006398,C07,2025-03-19,2025-04-09,28,28,0,65.25,158.65,7.37,85.32,RECEIVED
SH8007375,POL0006399,C06,2025-10-25,2025-11-07,500,500,0,3383.64,1.91,77.7,22.0,RECEIVED
SH8007376,POL0006400,C01,2026-03-01,2026-03-22,500,500,0,985.3,2737.24,98.12,104.4,RECEIVED
SH8007377,POL0006401,C04,2025-03-23,2025-03-25,190,182,8,309.7,0.0,20.78,43.05,RECEIVED
SH8007378,POL0006402,C05,2025-02-18,2025-03-08,82,82,0,159.07,140.69,14.53,88.87,RECEIVED
SH8007379,POL0006403,C05,2025-04-19,2025-04-28,26,26,0,15.4,0.0,2.77,75.75,RECEIVED
SH8007380,POL0006403,C07,2025-04-02,2025-04-06,24,24,0,43.64,0.0,2.56,38.24,RECEIVED
SH8007381,POL0006404,C04,2025-06-18,2025-07-24,500,500,0,2372.35,1492.17,122.1,108.66,RECEIVED
SH8007382,POL0006405,C01,2026-05-05,2026-05-25,176,176,0,253.35,1048.09,43.16,78.98,RECEIVED
SH8007383,POL0006406,C06,2025-10-11,2025-10-29,243,243,0,283.39,107.72,9.43,55.86,RECEIVED
SH8007384,POL0006407,C02,2026-04-16,2026-05-06,51,51,0,133.79,92.44,3.34,63.9,RECEIVED
SH8007385,POL0006408,C04,2025-03-28,2025-04-20,100,100,0,65.17,3.94,3.36,50.13,RECEIVED
SH8007386,POL0006409,C03,2026-02-22,2026-03-17,210,210,0,546.88,508.25,30.44,108.04,RECEIVED
SH8007387,POL0006410,C07,2025-04-12,2025-05-02,500,500,0,2823.59,1918.33,314.72,64.91,RECEIVED
SH8007388,POL0006411,C05,2025-08-07,2025-08-11,500,495,5,2366.81,0.0,150.16,55.33,RECEIVED
SH8007389,POL0006412,C07,2025-03-16,2025-04-05,34,34,0,99.71,139.59,8.64,44.65,RECEIVED
SH8007390,POL0006413,C01,2026-04-14,2026-05-03,50,50,0,80.25,314.38,10.58,24.41,RECEIVED
SH8007391,POL0006414,C05,2025-09-24,2025-10-20,124,124,0,36.21,51.69,6.54,78.52,RECEIVED
SH8007392,POL0006415,C01,2025-02-13,2025-03-17,20,20,0,15.71,24.31,0.82,20.34,RECEIVED
SH8007393,POL0006416,C05,2026-01-02,2026-01-27,20,20,0,15.65,11.35,1.14,102.93,RECEIVED
SH8007394,POL0006417,C06,2025-11-30,2025-12-03,46,46,0,99.62,0.0,3.14,84.79,RECEIVED
SH8007395,POL0006417,C07,2025-12-01,2025-12-03,54,54,0,26.98,0.0,3.69,44.14,RECEIVED
